customer_id,signup_date,plan,region,acq_channel,contract_type,age,age_flag
CUST00287,2023-05-17,Basic,Central,Paid Search,Monthly,71.0,
CUST01966,2023-05-24,Basic,East,Partner,Monthly,71.0,
CUST02477,2024-10-21,Basic,West,Organic,Monthly,22.0,
CUST01369,2023-05-22,Basic,South,Paid Search,Monthly,67.0,
CUST00882,2023-08-30,Standard,East,Organic,Annual,55.0,
CUST02156,2023-01-06,Premium,North,Organic,Monthly,56.0,
CUST02874,2024-04-23,Standard,North,Organic,Annual,53.0,
CUST00127,2023-07-03,Basic,Central,Organic,Monthly,21.0,
CUST01044,2023-03-05,Basic,Central,Partner,Monthly,53.0,
CUST01480,2023-11-01,Basic,North,Referral,Monthly,46.0,
CUST01103,2025-01-08,Basic,North,Organic,Annual,51.0,
CUST02060,2023-10-04,Basic,West,Paid Search,Monthly,51.0,
CUST02776,2023-12-13,Standard,West,Social,Monthly,50.0,
CUST00053,2023-10-19,Basic,,Social,Monthly,69.0,
CUST01167,2023-05-02,Standard,East,Organic,Monthly,28.0,
CUST02105,2024-01-21,Basic,North,Organic,Monthly,35.0,
CUST00943,2024-11-05,Premium,Central,Organic,Monthly,47.0,
CUST01273,2023-10-09,Standard,East,Social,Monthly,52.0,
CUST00862,2023-11-07,Basic,Central,Social,Annual,40.0,
CUST01984,2023-05-12,Basic,East,Partner,Monthly,63.0,
CUST00033,2024-12-25,Standard,South,Organic,Monthly,39.0,
CUST02902,2023-07-30,Basic,South,Referral,Monthly,27.0,
CUST00357,2023-04-22,Standard,Central,Organic,Monthly,51.0,
CUST01428,2023-01-02,Premium,Central,Organic,Annual,18.0,
CUST01783,2024-09-09,Premium,East,Organic,Monthly,52.0,
CUST01508,2023-08-22,Basic,South,Paid Search,Monthly,,
CUST01518,2023-04-17,Standard,South,Organic,Annual,49.0,
CUST02487,2024-04-10,Standard,South,Paid Search,Annual,32.0,
CUST02799,2023-09-18,Basic,North,Paid Search,Monthly,,
CUST02673,2023-11-12,Premium,West,Paid Search,Monthly,71.0,
CUST02592,2024-02-02,Basic,South,Social,Monthly,30.0,
CUST02670,2023-03-18,Standard,North,Paid Search,Monthly,63.0,
CUST02926,2023-09-06,Basic,North,Organic,Monthly,61.0,
CUST01807,2024-11-16,Basic,,Paid Search,Monthly,70.0,
CUST02232,2024-07-17,Standard,South,Paid Search,Monthly,38.0,
CUST00206,2023-01-16,Basic,South,Referral,Monthly,34.0,
CUST00642,2024-11-02,Premium,East,Organic,Monthly,33.0,
CUST02812,2024-09-21,Basic,,Paid Search,Monthly,29.0,
CUST01616,2023-03-04,Premium,,Social,Annual,67.0,
CUST00944,2024-07-28,Enterprise,North,Organic,Annual,37.0,
CUST00026,2023-01-20,Basic,East,Social,Annual,37.0,
CUST02357,2023-12-19,Basic,Central,Paid Search,Annual,47.0,
CUST00281,2024-09-03,Standard,Central,Referral,Annual,36.0,
CUST01878,2023-08-31,Standard,East,Organic,Annual,54.0,
CUST01893,2023-12-28,Standard,South,Referral,Annual,31.0,
CUST00330,2024-04-23,Standard,East,Paid Search,Monthly,43.0,
CUST01949,2023-12-06,Premium,North,Social,Annual,65.0,
CUST02417,2023-05-18,Basic,South,Social,Monthly,24.0,
CUST00673,2024-09-15,Basic,East,Social,Annual,40.0,
CUST00951,2024-04-04,Standard,South,Referral,Monthly,61.0,
CUST01862,2023-12-23,Premium,East,Paid Search,Annual,45.0,
CUST00977,2024-02-08,Premium,South,Organic,Monthly,67.0,
CUST02017,2024-03-13,Premium,North,Social,Monthly,64.0,
CUST00624,2025-01-31,Standard,East,Organic,Monthly,59.0,
CUST01634,2024-08-17,Premium,North,Social,Annual,47.0,
CUST01950,2025-01-04,Basic,South,Paid Search,Monthly,49.0,
CUST01232,2025-02-08,Standard,West,Social,Monthly,60.0,
CUST01776,2023-02-02,Standard,South,Paid Search,Monthly,71.0,
CUST00748,2023-04-19,Basic,East,Referral,Monthly,46.0,
CUST03000,2023-03-06,Enterprise,North,Social,Annual,50.0,
CUST01842,2023-02-22,Premium,Central,Paid Search,Annual,42.0,
CUST01894,2024-12-12,Basic,West,Organic,Monthly,31.0,
CUST01077,2024-05-02,Standard,South,Social,Monthly,30.0,
CUST00496,2023-05-10,Premium,South,Organic,Annual,71.0,
CUST00224,2024-11-22,Standard,North,Referral,Annual,62.0,
CUST00377,2025-02-14,Standard,South,Social,Annual,56.0,
CUST02016,2025-10-02,Standard,North,Paid Search,Annual,45.0,
CUST01020,2023-10-05,Basic,East,Referral,Monthly,37.0,
CUST01864,2025-01-04,Basic,West,Organic,Annual,55.0,
CUST02649,2024-02-01,Premium,South,Social,Monthly,29.0,
CUST01277,2023-02-25,Standard,South,Organic,Monthly,58.0,
CUST00971,2024-05-27,Basic,Central,Partner,Annual,26.0,
CUST01334,2024-03-11,Standard,West,Referral,Monthly,34.0,
CUST01748,2023-06-08,Basic,Central,Referral,Monthly,25.0,
CUST01875,2023-03-18,Standard,West,Referral,Monthly,70.0,
CUST02176,2025-01-18,Basic,South,Organic,Monthly,39.0,
CUST01913,2023-11-19,Standard,South,Organic,Annual,27.0,
CUST02706,2023-12-28,Standard,South,Social,Annual,42.0,
CUST00864,2024-05-03,Basic,West,Social,Monthly,68.0,
CUST01130,2023-02-02,Standard,North,Organic,Monthly,47.0,
CUST01027,2024-04-21,Standard,South,Organic,Annual,34.0,
CUST02514,2024-01-14,Basic,South,Referral,Annual,27.0,
CUST02202,2024-06-28,Premium,North,Organic,Monthly,63.0,
CUST01446,2024-11-06,Premium,Central,Referral,Monthly,26.0,
CUST01178,2025-01-03,Premium,East,Paid Search,Monthly,40.0,
CUST02801,2023-10-08,Standard,Central,Partner,Monthly,64.0,
CUST01779,2024-06-18,Basic,South,Social,Monthly,21.0,
CUST01468,2024-05-07,Premium,West,Organic,Monthly,20.0,
CUST01473,2023-02-25,Standard,South,Partner,Monthly,30.0,
CUST01223,2023-03-29,Basic,West,Paid Search,Monthly,24.0,
CUST02931,2024-02-04,Basic,East,Social,Annual,20.0,
CUST00383,2023-11-12,Premium,West,Organic,Monthly,31.0,
CUST00938,2024-12-12,Standard,North,Paid Search,Annual,51.0,
CUST02829,2023-01-27,Enterprise,East,Organic,Monthly,26.0,
CUST02211,2025-01-20,Premium,Central,Paid Search,Monthly,41.0,
CUST00779,2023-01-07,Standard,South,Paid Search,Monthly,50.0,
CUST00894,2024-09-26,Premium,Central,Organic,Annual,60.0,
CUST01538,2024-11-03,Basic,West,Organic,Annual,71.0,
CUST00563,2024-03-30,Premium,North,Partner,Annual,39.0,
CUST01404,2023-06-05,Standard,North,Social,Monthly,54.0,
CUST02051,2025-02-22,Standard,West,Social,Monthly,20.0,
CUST00397,2023-11-04,Basic,Central,Partner,Annual,29.0,
CUST01660,2024-10-27,Enterprise,West,Paid Search,Annual,61.0,
CUST02453,2024-05-24,Enterprise,East,Social,Annual,51.0,
CUST01678,2023-04-06,Basic,North,Organic,Monthly,49.0,
CUST01030,2023-06-24,Basic,East,Referral,Monthly,24.0,
CUST01337,2024-12-22,Basic,Central,Social,Annual,46.0,
CUST02934,2024-11-15,Basic,West,Paid Search,Annual,36.0,
CUST00061,2023-02-12,Basic,North,Social,Monthly,,
CUST00631,2023-02-01,Basic,West,Referral,Monthly,48.0,
CUST00639,2024-11-02,Standard,North,Paid Search,Annual,71.0,
CUST00255,2024-01-17,Enterprise,West,Paid Search,Monthly,56.0,
CUST01260,2025-02-22,Basic,West,Paid Search,Annual,22.0,
CUST01090,2023-05-02,Basic,Central,Social,Annual,19.0,
CUST02548,2023-11-21,Basic,South,Paid Search,Monthly,68.0,
CUST01192,2023-09-23,Basic,North,Organic,Monthly,62.0,
CUST01196,2023-11-20,Premium,East,Organic,Annual,41.0,
CUST02179,2024-08-14,Standard,North,Organic,Monthly,37.0,
CUST00235,2025-03-02,Standard,South,Paid Search,Annual,50.0,
CUST02145,2023-01-06,Standard,East,Organic,Monthly,34.0,
CUST02397,2023-09-12,Basic,North,Paid Search,Annual,58.0,
CUST02838,2024-07-08,Basic,South,Referral,Monthly,,
CUST01663,2024-06-07,Standard,West,Social,Monthly,68.0,
CUST00888,2025-02-13,Basic,West,Social,Monthly,42.0,
CUST01571,2025-01-22,Standard,South,Social,Annual,19.0,
CUST00406,2023-11-07,Enterprise,North,Organic,Monthly,65.0,
CUST02148,2023-01-02,Premium,West,Partner,Monthly,49.0,
CUST00202,2023-02-21,Premium,South,Partner,Annual,31.0,
CUST00903,2024-09-23,Basic,North,Social,Annual,22.0,
CUST01225,2023-07-25,Standard,West,Organic,Annual,64.0,
CUST00621,2024-02-10,Premium,East,Referral,Monthly,48.0,
CUST02819,2024-11-03,Enterprise,West,Referral,Monthly,38.0,
CUST00128,2024-07-20,Basic,South,Referral,Annual,24.0,
CUST02839,2023-09-11,Basic,South,Organic,Annual,62.0,
CUST00896,2023-06-07,Standard,East,Paid Search,Monthly,24.0,
CUST02048,2024-11-12,Basic,East,Social,Monthly,25.0,
CUST02564,2023-03-25,Standard,West,Referral,Annual,64.0,
CUST02880,2025-02-14,Standard,North,Partner,Monthly,31.0,
CUST01996,2024-09-14,Premium,North,Referral,Monthly,67.0,
CUST00611,2024-08-08,Standard,Central,Organic,Annual,46.0,
CUST01512,2023-01-10,Standard,East,Paid Search,Monthly,61.0,
CUST00793,2024-06-11,Basic,Central,Paid Search,Monthly,67.0,
CUST01558,2023-11-13,Basic,,Social,Monthly,21.0,
CUST00259,2024-06-02,Basic,North,Paid Search,Monthly,68.0,
CUST00113,2024-04-15,Premium,West,Organic,Monthly,59.0,
CUST00454,2024-08-29,Enterprise,South,Referral,Monthly,64.0,
CUST01449,2024-11-25,Standard,East,Referral,Annual,18.0,
CUST01780,2023-08-13,Basic,,Referral,Monthly,62.0,
CUST00575,2024-02-02,Basic,South,Organic,Monthly,69.0,
CUST01583,2023-05-31,Basic,Central,Referral,Annual,28.0,
CUST02505,2023-06-04,Enterprise,East,Social,Monthly,38.0,
CUST01813,2024-04-29,Basic,South,Social,Annual,61.0,
CUST01048,2024-01-04,Premium,South,Organic,Annual,26.0,
CUST00441,2024-03-31,Basic,East,Organic,Monthly,45.0,
CUST01036,2024-05-13,Basic,Central,Paid Search,Monthly,70.0,
CUST00615,2023-11-30,Premium,Central,Paid Search,Annual,68.0,
CUST02118,2024-06-16,Premium,South,Organic,Annual,25.0,
CUST02012,2023-03-28,Basic,Central,Paid Search,Monthly,42.0,
CUST00992,2023-03-31,Standard,Central,Partner,Annual,36.0,
CUST00166,2023-06-12,Premium,West,Organic,Annual,18.0,
CUST01009,2024-01-16,Standard,East,Organic,Monthly,25.0,
CUST01735,2024-11-04,Enterprise,Central,Organic,Annual,42.0,
CUST01188,2024-10-17,Premium,West,Organic,Annual,,NEGATIVE_AGE
CUST01912,2024-12-18,Standard,,Social,Annual,28.0,
CUST02916,2024-06-26,Basic,West,Referral,Monthly,27.0,
CUST00804,2023-05-02,Premium,West,Social,Annual,24.0,
CUST01688,2024-06-11,Premium,North,Partner,Annual,72.0,
CUST00376,2025-02-04,Enterprise,East,Paid Search,Monthly,48.0,
CUST02889,2023-05-02,Standard,West,Organic,Annual,31.0,
CUST02949,2023-01-31,Standard,East,Social,Monthly,26.0,
CUST02887,2023-07-29,Basic,East,Social,Monthly,62.0,
CUST00091,2023-08-29,Basic,East,Social,Monthly,27.0,
CUST02938,2024-09-16,Premium,North,Referral,Monthly,36.0,
CUST00956,2023-11-07,Standard,East,Organic,Monthly,26.0,
CUST01899,2023-07-27,Premium,,Organic,Monthly,61.0,
CUST01488,2023-07-16,Standard,East,Paid Search,Monthly,58.0,
CUST01734,2023-08-13,Premium,East,Organic,Annual,52.0,
CUST01566,2023-07-29,Basic,South,Referral,Annual,31.0,
CUST02373,2023-03-10,Basic,West,Organic,Monthly,28.0,
CUST00514,2024-06-27,Standard,Central,Referral,Monthly,64.0,
CUST02988,2024-10-27,Basic,Central,Organic,Annual,,NEGATIVE_AGE
CUST01567,2023-08-30,Standard,West,Social,Monthly,64.0,
CUST02859,2024-10-21,Basic,South,Referral,Monthly,48.0,
CUST02823,2024-06-17,Standard,North,Referral,Monthly,53.0,
CUST01539,2023-06-15,Basic,North,Referral,Monthly,25.0,
CUST02238,2024-02-25,Basic,North,Referral,Monthly,57.0,
CUST02123,2024-09-20,Enterprise,East,Paid Search,Monthly,47.0,
CUST00344,2024-08-15,Standard,North,Referral,Monthly,58.0,
CUST01264,2024-03-08,Standard,North,Organic,Monthly,19.0,
CUST02055,2024-09-15,Standard,North,Organic,Annual,46.0,
CUST01390,2024-06-30,Premium,South,Paid Search,Monthly,68.0,
CUST02840,2023-04-17,Standard,,Paid Search,Annual,26.0,
CUST02078,2024-05-23,Basic,South,Referral,Monthly,51.0,
CUST02604,2023-08-09,Standard,West,Social,Monthly,35.0,
CUST01153,2024-12-27,Standard,Central,Social,Monthly,41.0,
CUST02363,2024-07-17,Premium,South,Social,Monthly,45.0,
CUST00443,2024-07-21,Basic,Central,Social,Annual,18.0,
CUST01689,2024-05-14,Basic,North,Referral,Monthly,40.0,
CUST02960,2023-05-14,Standard,West,Partner,Monthly,41.0,
CUST00266,2023-02-14,Standard,South,Partner,Monthly,66.0,
CUST00275,2024-01-19,Basic,East,Partner,Annual,59.0,
CUST02026,2023-10-11,Premium,Central,Paid Search,Monthly,29.0,
CUST02730,2023-02-07,Basic,Central,Partner,Annual,25.0,
CUST02825,2024-10-15,Basic,East,Paid Search,Monthly,20.0,
CUST00280,2024-03-05,Standard,Central,Paid Search,Monthly,49.0,
CUST01945,2023-05-11,Standard,Central,Social,Monthly,72.0,
CUST02651,2024-12-18,Enterprise,North,Organic,Monthly,65.0,
CUST01152,2024-01-17,Basic,West,Paid Search,Annual,48.0,
CUST00055,2023-09-28,Basic,North,Social,Monthly,36.0,
CUST00178,2024-08-24,Basic,West,Referral,Monthly,37.0,
CUST01108,2023-04-19,Basic,Central,Social,Monthly,69.0,
CUST00481,2024-07-22,Basic,,Organic,Monthly,46.0,
CUST00239,2023-06-25,Premium,Central,Paid Search,Annual,41.0,
CUST01492,2024-11-10,Standard,South,Paid Search,Annual,,
CUST00307,2023-06-05,Basic,North,Paid Search,Annual,46.0,
CUST01214,2024-07-04,Basic,North,Partner,Annual,72.0,
CUST00111,2023-12-22,Standard,East,Organic,Monthly,,NEGATIVE_AGE
CUST00699,2023-12-16,Basic,North,Social,Annual,39.0,
CUST02991,2023-12-16,Basic,,Paid Search,Annual,52.0,
CUST01400,2024-09-08,Premium,North,Organic,Monthly,20.0,
CUST02965,2025-02-20,Basic,South,Referral,Monthly,65.0,
CUST02635,2024-02-02,Basic,East,Paid Search,Monthly,48.0,
CUST00679,2023-10-25,Basic,East,Paid Search,Monthly,72.0,
CUST00262,2024-05-12,Basic,South,Organic,Monthly,,
CUST01900,2023-11-11,Enterprise,Central,Referral,Monthly,,NEGATIVE_AGE
CUST00236,2024-07-26,Premium,,Organic,Annual,20.0,
CUST01791,2023-10-25,Basic,West,Organic,Monthly,63.0,
CUST02830,2024-06-21,Standard,North,Paid Search,Monthly,34.0,
CUST01846,2023-07-28,Basic,North,Paid Search,Monthly,55.0,
CUST02676,2024-06-29,Standard,North,Organic,Monthly,35.0,
CUST02223,2023-12-15,Basic,West,Organic,Annual,49.0,
CUST02203,2024-08-27,Basic,Central,Social,Annual,47.0,
CUST01805,2023-09-08,Standard,Central,Organic,Annual,36.0,
CUST01327,2024-04-01,Premium,West,Organic,Monthly,23.0,
CUST01012,2024-06-20,Basic,East,Organic,Annual,70.0,
CUST01132,2024-10-15,Enterprise,South,Referral,Monthly,32.0,
CUST01297,2024-11-24,Basic,South,Paid Search,Monthly,36.0,
CUST02644,2024-11-22,Premium,Central,Paid Search,Monthly,47.0,
CUST02276,2024-05-03,Standard,Central,Social,Monthly,68.0,
CUST02733,2023-05-31,Standard,Central,Social,Annual,59.0,
CUST01060,2024-08-06,Enterprise,Central,Social,Monthly,69.0,
CUST00139,2024-10-02,Standard,South,Paid Search,Monthly,59.0,
CUST00625,2023-02-04,Basic,,Partner,Monthly,49.0,
CUST02359,2024-06-10,Enterprise,East,Partner,Monthly,,
CUST02610,2024-02-12,Standard,North,Organic,Monthly,47.0,
CUST00192,2023-04-21,Standard,West,Organic,Annual,53.0,
CUST01760,2025-01-14,Basic,North,Paid Search,Monthly,67.0,
CUST00074,2023-05-12,Standard,North,Social,Monthly,37.0,
CUST01309,2023-11-20,Premium,West,Social,Monthly,72.0,
CUST01385,2023-01-24,Basic,Central,Referral,Monthly,67.0,
CUST00557,2023-01-06,Basic,South,Partner,Monthly,21.0,
CUST01507,2024-11-02,Basic,Central,Partner,Annual,43.0,
CUST01198,2023-10-16,Basic,West,Paid Search,Annual,28.0,
CUST02035,2024-04-01,Basic,West,Social,Monthly,36.0,
CUST01061,2023-10-29,Basic,North,Referral,Monthly,37.0,
CUST00573,2024-01-02,Premium,South,Partner,Monthly,60.0,
CUST02170,2023-08-12,Standard,North,Partner,Monthly,58.0,
CUST00991,2023-08-03,Standard,North,Referral,Annual,51.0,
CUST01524,2023-06-12,Standard,East,Referral,Monthly,61.0,
CUST02386,2023-10-14,Premium,East,Partner,Monthly,39.0,
CUST02335,2023-01-17,Enterprise,East,Social,Annual,20.0,
CUST01626,2024-12-11,Premium,North,Referral,Monthly,62.0,
CUST01296,2024-03-17,Premium,Central,Organic,Annual,64.0,
CUST02197,2024-02-19,Premium,North,Organic,Monthly,50.0,
CUST02964,2024-06-16,Premium,East,Paid Search,Annual,,
CUST02045,2024-01-06,Basic,Central,Paid Search,Annual,59.0,
CUST01531,2023-02-14,Basic,South,Organic,Monthly,36.0,
CUST02499,2023-07-31,Basic,South,Organic,Annual,54.0,
CUST01617,2024-09-07,Basic,East,Paid Search,Annual,65.0,
CUST00983,2023-10-12,Standard,Central,Social,Monthly,29.0,
CUST00100,2024-03-14,Basic,West,Organic,Monthly,38.0,
CUST00079,2024-11-22,Basic,West,Social,Annual,65.0,
CUST01561,2023-05-18,Basic,North,Paid Search,Annual,59.0,
CUST02666,2023-09-26,Standard,West,Organic,Monthly,43.0,
CUST01884,2024-01-18,Enterprise,North,Organic,Monthly,18.0,
CUST02699,2023-10-14,Basic,South,Referral,Monthly,56.0,
CUST02911,2023-06-13,Basic,South,Referral,Monthly,48.0,
CUST00191,2024-11-19,Premium,East,Referral,Annual,41.0,
CUST01364,2024-06-11,Standard,North,Social,Annual,46.0,
CUST02554,2024-09-14,Basic,South,Paid Search,Monthly,31.0,
CUST01687,2024-10-08,Standard,South,Partner,Annual,59.0,
CUST01891,2024-06-24,Basic,West,Referral,Annual,38.0,
CUST00511,2023-04-05,Enterprise,West,Referral,Monthly,32.0,
CUST00895,2024-07-05,Premium,South,Paid Search,Monthly,53.0,
CUST00671,2023-04-10,Standard,South,Paid Search,Annual,50.0,
CUST01261,2024-10-11,Basic,West,Organic,Monthly,28.0,
CUST00395,2025-01-19,Standard,Central,Referral,Annual,38.0,
CUST00921,2023-12-09,Basic,West,Paid Search,Annual,67.0,
CUST00087,2023-11-21,Enterprise,West,Referral,Annual,50.0,
CUST00246,2024-10-20,Standard,Central,Paid Search,Annual,38.0,
CUST01211,2024-08-16,Basic,South,Social,Annual,57.0,
CUST01345,2024-07-05,Basic,,Social,Monthly,45.0,
CUST00339,2024-04-30,Standard,South,Referral,Monthly,38.0,
CUST00725,2024-12-27,Standard,Central,Paid Search,Monthly,67.0,
CUST02883,2024-12-13,Basic,North,Partner,Monthly,60.0,
CUST01089,2023-12-08,Standard,North,Partner,Annual,24.0,
CUST02791,2024-05-28,Basic,South,Paid Search,Annual,65.0,
CUST02603,2024-03-31,Basic,Central,Partner,Monthly,41.0,
CUST00528,2024-02-05,Standard,North,Paid Search,Monthly,72.0,
CUST01514,2023-02-02,Enterprise,South,Partner,Annual,54.0,
CUST01692,2024-05-14,Basic,East,Organic,Monthly,,
CUST02449,2023-11-25,Enterprise,Central,Referral,Monthly,43.0,
CUST00881,2023-11-02,Basic,North,Social,Monthly,25.0,
CUST02299,2025-10-01,Standard,Central,Paid Search,Annual,20.0,
CUST00112,2024-03-06,Premium,North,Paid Search,Monthly,71.0,
CUST00369,2024-09-17,Premium,,Social,Monthly,23.0,
CUST02844,2023-07-17,Premium,East,Paid Search,Monthly,55.0,
CUST02631,2024-12-12,Enterprise,South,Social,Monthly,31.0,
CUST00591,2024-12-10,Basic,East,Social,Annual,21.0,
CUST00841,2024-10-07,Standard,East,Social,Monthly,,NEGATIVE_AGE
CUST01994,2023-12-25,Standard,East,Social,Annual,32.0,
CUST00845,2024-11-26,Enterprise,South,Referral,Monthly,52.0,
CUST01072,2023-11-05,Standard,Central,Organic,Annual,42.0,
CUST01163,2023-02-18,Basic,East,Paid Search,Monthly,28.0,
CUST02637,2023-11-24,Basic,East,Social,Annual,42.0,
CUST00482,2024-09-26,Basic,East,Partner,Monthly,30.0,
CUST00129,2023-01-13,Standard,West,Paid Search,Monthly,21.0,
CUST01010,2024-01-19,Premium,South,Partner,Monthly,19.0,
CUST02200,2024-09-10,Premium,West,Paid Search,Annual,63.0,
CUST01224,2025-01-29,Enterprise,South,Organic,Annual,39.0,
CUST00842,2024-08-04,Basic,North,Referral,Monthly,70.0,
CUST00753,2023-03-29,Basic,East,Organic,Annual,72.0,
CUST01743,2025-02-07,Premium,Central,Organic,Monthly,25.0,
CUST00909,2024-03-29,Enterprise,East,Referral,Annual,72.0,
CUST00146,2024-04-26,Standard,West,Partner,Monthly,55.0,
CUST01023,2024-12-22,Standard,Central,Referral,Annual,46.0,
CUST02059,2024-01-24,Basic,South,Paid Search,Monthly,67.0,
CUST00467,2023-12-23,Basic,West,Social,Monthly,40.0,
CUST00922,2023-08-21,Premium,Central,Partner,Monthly,58.0,
CUST02212,2023-02-09,Basic,North,Paid Search,Annual,23.0,
CUST01715,2023-12-06,Basic,East,Social,Monthly,56.0,
CUST02875,2024-03-27,Premium,South,Social,Monthly,24.0,
CUST02283,2023-10-09,Standard,Central,Paid Search,Monthly,,
CUST01289,2023-12-02,Premium,South,Organic,Monthly,43.0,
CUST02583,2024-10-19,Premium,South,Paid Search,Monthly,31.0,
CUST02168,2024-12-20,Standard,East,Organic,Annual,50.0,
CUST00338,2024-02-16,Standard,North,Organic,Annual,69.0,
CUST02629,2024-10-17,Standard,South,Social,Annual,30.0,
CUST01024,2024-09-23,Basic,East,Social,Annual,,
CUST01042,2024-11-26,Basic,West,Social,Annual,23.0,
CUST01319,2024-04-09,Standard,East,Referral,Monthly,20.0,
CUST02367,2024-06-27,Standard,Central,Paid Search,Monthly,51.0,
CUST00607,2024-11-14,Basic,East,Social,Monthly,66.0,
CUST02685,2024-04-07,Basic,East,Referral,Monthly,42.0,
CUST00261,2024-01-06,Basic,East,Organic,Monthly,67.0,
CUST02913,2024-05-28,Standard,North,Paid Search,Monthly,50.0,
CUST00130,2023-09-16,Enterprise,West,Organic,Monthly,49.0,
CUST01157,2024-10-04,Basic,West,Partner,Monthly,26.0,
CUST00775,2024-06-17,Standard,East,Social,Monthly,52.0,
CUST00090,2024-06-17,Standard,South,Organic,Monthly,36.0,
CUST00493,2023-03-02,Standard,Central,Organic,Monthly,38.0,
CUST01706,2023-07-13,Enterprise,,Referral,Monthly,25.0,
CUST00297,2024-12-07,Standard,West,Organic,Annual,,
CUST01074,2024-04-04,Basic,,Partner,Annual,20.0,
CUST00337,2023-12-14,Standard,East,Social,Monthly,50.0,
CUST02854,2023-05-30,Basic,East,Organic,Annual,60.0,
CUST01495,2024-08-18,Standard,Central,Referral,Monthly,30.0,
CUST00523,2024-03-06,Basic,South,Social,Annual,67.0,
CUST02872,2023-12-08,Standard,West,Partner,Monthly,22.0,
CUST00106,2023-09-20,Premium,South,Referral,Annual,63.0,
CUST00770,2024-09-20,Standard,Central,Organic,Monthly,54.0,
CUST02366,2023-01-18,Basic,East,Paid Search,Annual,54.0,
CUST01871,2024-01-16,Basic,East,Organic,Monthly,18.0,
CUST00690,2023-12-13,Standard,Central,Organic,Annual,33.0,
CUST02763,2024-02-29,Standard,North,Paid Search,Monthly,37.0,
CUST00071,2025-01-16,Premium,West,Referral,Monthly,42.0,
CUST01750,2024-03-01,Basic,South,Organic,Monthly,27.0,
CUST01645,2024-05-06,Basic,North,Social,Monthly,48.0,
CUST01144,2023-12-07,Standard,,Paid Search,Monthly,57.0,
CUST02269,2024-06-20,Premium,South,Paid Search,Monthly,58.0,
CUST00350,2023-12-17,Standard,East,Referral,Monthly,33.0,
CUST00879,2024-02-03,Standard,East,Partner,Monthly,64.0,
CUST02921,2024-01-10,Premium,Central,Organic,Monthly,35.0,
CUST01340,2024-01-07,Basic,West,Organic,Monthly,48.0,
CUST01771,2024-12-19,Basic,Central,Organic,Annual,,NEGATIVE_AGE
CUST02217,2024-03-23,Basic,South,Organic,Annual,56.0,
CUST01025,2024-06-30,Basic,West,Referral,Monthly,69.0,
CUST01213,2024-06-25,Basic,South,Partner,Monthly,66.0,
CUST02360,2024-05-14,Premium,West,Referral,Annual,39.0,
CUST02638,2025-09-02,Standard,North,Paid Search,Monthly,40.0,
CUST01000,2023-12-08,Basic,Central,Referral,Monthly,29.0,
CUST02835,2025-02-09,Enterprise,East,Partner,Monthly,60.0,
CUST00763,2024-05-13,Standard,South,Referral,Monthly,35.0,
CUST00924,2023-12-01,Standard,South,Organic,Annual,,
CUST01662,2023-10-03,Enterprise,South,Social,Monthly,59.0,
CUST00438,2024-08-22,Standard,North,Social,Monthly,33.0,
CUST00996,2023-07-18,Basic,North,Paid Search,Annual,65.0,
CUST01159,2023-03-06,Basic,South,Social,Monthly,39.0,
CUST02024,2023-03-07,Standard,North,Paid Search,Monthly,40.0,
CUST02063,2023-08-04,Standard,East,Referral,Monthly,24.0,
CUST00245,2024-04-20,Premium,Central,Paid Search,Annual,,
CUST00707,2023-05-18,Enterprise,,Paid Search,Monthly,45.0,
CUST02589,2023-02-06,Basic,,Paid Search,Monthly,23.0,
CUST02721,2023-09-01,Basic,South,Social,Monthly,19.0,
CUST00719,2023-07-24,Basic,South,Partner,Annual,27.0,
CUST00412,2023-01-17,Basic,Central,Referral,Monthly,27.0,
CUST00663,2024-04-11,Premium,Central,Paid Search,Monthly,61.0,
CUST00422,2024-12-15,Standard,South,Organic,Monthly,27.0,
CUST00830,2024-09-27,Basic,Central,Social,Monthly,66.0,
CUST01591,2024-11-01,Basic,West,Organic,Monthly,63.0,
CUST00628,2024-08-05,Basic,South,Social,Monthly,21.0,
CUST01127,2023-07-24,Basic,South,Organic,Monthly,21.0,
CUST02218,2024-02-13,Enterprise,East,Organic,Monthly,19.0,
CUST02957,2023-07-19,Basic,South,Partner,Monthly,50.0,
CUST01729,2023-06-25,Basic,Central,Organic,Monthly,27.0,
CUST02206,2024-11-22,Basic,North,Paid Search,Monthly,40.0,
CUST02517,2023-06-23,Basic,,Organic,Monthly,,
CUST00661,2023-09-12,Basic,East,Paid Search,Monthly,50.0,
CUST00015,2023-05-08,Enterprise,Central,Social,Monthly,59.0,
CUST02144,2024-01-27,Basic,North,Organic,Monthly,30.0,
CUST02659,2023-05-31,Basic,West,Organic,Monthly,68.0,
CUST00462,2024-02-14,Enterprise,East,Partner,Monthly,18.0,
CUST02097,2023-01-21,Premium,Central,Organic,Monthly,49.0,
CUST02920,2024-09-20,Standard,Central,Paid Search,Annual,67.0,
CUST02945,2023-08-20,Basic,West,Social,Annual,,
CUST01271,2024-09-06,Basic,East,Paid Search,Monthly,42.0,
CUST01037,2024-03-31,Basic,,Organic,Monthly,,
CUST02378,2024-10-14,Basic,East,Paid Search,Annual,56.0,
CUST02807,2024-03-01,Basic,West,Organic,Monthly,24.0,
CUST02320,2024-11-21,Premium,Central,Paid Search,Annual,67.0,
