customer_id,signup_date_cust,plan_cust,region,acq_channel,contract_type_cust,age,age_flag,plan_sub,mrr,contract_type_sub,signup_date_sub,churn_date,status,sub_flag,avg_monthly_logins,avg_features_used,avg_active_minutes,total_months_with_data,last_active_month,logins_last90d,total_tickets,unresolved_tickets,critical_tickets,tickets_last90d,plan_final,contract_type_final,churned,tenure_days,tenure_bucket,engagement_tier,days_since_last_active
CUST02048,2024-11-12,Basic,East,Social,Monthly,25.0,,Basic,299,Monthly,2024-11-12,,Active,,4.67,5.67,565.0,6,2025-04-01,7.0,2.0,0.0,0.0,1.0,Basic,Monthly,0,201.0,6-12m,Low,61
CUST02564,2023-03-25,Standard,West,Referral,Annual,64.0,,Standard,599,Annual,2023-03-25,,Active,,8.15,8.65,653.69,26,2025-04-01,5.0,0.0,0.0,0.0,0.0,Standard,Annual,0,799.0,24m+,Medium,61
CUST02880,2025-02-14,Standard,North,Partner,Monthly,31.0,,Standard,599,Monthly,2025-02-14,,Active,,4.33,6.0,721.0,3,2025-04-01,5.0,1.0,0.0,0.0,1.0,Standard,Monthly,0,107.0,3-6m,Low,61
CUST01996,2024-09-14,Premium,North,Referral,Monthly,67.0,,Premium,1199,Monthly,2024-09-14,,Active,,12.5,7.0,527.75,8,2025-04-01,11.0,0.0,0.0,0.0,0.0,Premium,Monthly,0,260.0,6-12m,Medium,61
CUST00611,2024-08-08,Standard,Central,Organic,Annual,46.0,,Standard,599,Annual,2024-08-08,,Active,,12.0,7.78,602.89,9,2025-04-01,14.0,0.0,0.0,0.0,0.0,Standard,Annual,0,297.0,6-12m,Medium,61
CUST01512,2023-01-10,Standard,East,Paid Search,Monthly,61.0,,Standard,599,Monthly,2023-01-10,2024-09-21,Churned,,0.86,7.81,555.71,21,2024-09-01,0.0,3.0,0.0,0.0,2.0,Standard,Monthly,1,620.0,12-24m,Low,273
CUST00793,2024-06-11,Basic,Central,Paid Search,Monthly,67.0,,Basic,299,Monthly,2024-11-06,2025-05-20,Churned,,11.5,12.17,634.33,6,2025-04-01,13.0,0.0,0.0,0.0,0.0,Basic,Monthly,1,195.0,6-12m,Medium,61
CUST01558,2023-11-13,Basic,,Social,Monthly,21.0,,Basic,299,Monthly,2023-11-13,2024-02-14,Churned,,2.25,10.25,562.5,4,2024-02-01,0.0,4.0,1.0,0.0,1.0,Basic,Monthly,1,93.0,3-6m,Low,486
CUST00259,2024-06-02,Basic,North,Paid Search,Monthly,68.0,,Basic,299,Monthly,2024-02-06,,Active,,1.47,6.8,577.27,15,2025-04-01,2.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,481.0,12-24m,Low,61
CUST00113,2024-04-15,Premium,West,Organic,Monthly,59.0,,Premium,1199,Monthly,2024-04-15,2025-05-10,Churned,,2.46,7.85,611.77,13,2025-04-01,3.0,0.0,0.0,0.0,0.0,Premium,Monthly,1,390.0,12-24m,Low,61
CUST00454,2024-08-29,Enterprise,South,Referral,Monthly,64.0,,Enterprise,2999,Monthly,2024-08-29,,Active,,2.33,8.78,572.89,9,2025-04-01,1.0,0.0,0.0,0.0,0.0,Enterprise,Monthly,0,276.0,6-12m,Low,61
CUST01449,2024-11-25,Standard,East,Referral,Annual,18.0,,Standard,599,Annual,2024-11-25,,Active,,19.0,5.5,632.0,6,2025-04-01,21.0,2.0,1.0,0.0,0.0,Standard,Annual,0,188.0,6-12m,High,61
CUST01780,2023-08-13,Basic,,Referral,Monthly,62.0,,Basic,299,Monthly,2023-08-13,,Active,,19.81,7.9,540.81,21,2025-04-01,21.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,658.0,12-24m,High,61
CUST00575,2024-02-02,Basic,South,Organic,Monthly,69.0,,Basic,299,Monthly,2024-02-02,2024-05-07,Churned,,2.0,10.25,693.0,4,2024-05-01,0.0,0.0,0.0,0.0,0.0,Basic,Monthly,1,95.0,3-6m,Low,396
CUST01583,2023-05-31,Basic,Central,Referral,Annual,28.0,,Basic,299,Annual,2023-05-31,,Active,,4.96,8.21,672.33,24,2025-04-01,5.0,2.0,1.0,0.0,0.0,Basic,Annual,0,732.0,24m+,Low,61
CUST02505,2023-06-04,Enterprise,East,Social,Monthly,38.0,,Enterprise,2999,Monthly,2023-06-04,,Active,,7.87,9.17,557.09,23,2025-04-01,6.0,3.0,0.0,1.0,1.0,Enterprise,Monthly,0,728.0,12-24m,Medium,61
CUST01813,2024-04-29,Basic,South,Social,Annual,61.0,,Basic,299,Annual,2024-04-29,2024-07-01,Churned,,2.67,7.33,620.33,3,2024-06-01,0.0,3.0,1.0,1.0,0.0,Basic,Annual,1,63.0,0-3m,Low,365
CUST01048,2024-01-04,Premium,South,Organic,Annual,26.0,,Premium,1199,Annual,2024-01-04,,Active,,7.56,9.38,573.31,16,2025-04-01,7.0,1.0,0.0,0.0,0.0,Premium,Annual,0,514.0,12-24m,Medium,61
CUST00441,2024-03-31,Basic,East,Organic,Monthly,45.0,,Basic,299,Monthly,2024-03-31,,Active,,3.36,6.57,686.79,14,2025-04-01,6.0,3.0,0.0,0.0,1.0,Basic,Monthly,0,427.0,12-24m,Low,61
CUST01036,2024-05-13,Basic,Central,Paid Search,Monthly,70.0,,Basic,299,Monthly,2024-05-13,2025-05-27,Churned,,4.83,6.83,700.0,12,2025-04-01,4.0,2.0,0.0,0.0,0.0,Basic,Monthly,1,379.0,12-24m,Low,61
CUST00615,2023-11-30,Premium,Central,Paid Search,Annual,68.0,,Premium,1199,Annual,2023-11-30,,Active,,4.0,9.94,539.83,18,2025-04-01,4.0,1.0,0.0,0.0,0.0,Premium,Annual,0,549.0,12-24m,Low,61
CUST02118,2024-06-16,Premium,South,Organic,Annual,25.0,,Premium,1199,Annual,2024-06-16,,Active,,4.36,9.0,572.18,11,2025-04-01,7.0,0.0,0.0,0.0,0.0,Premium,Annual,0,350.0,6-12m,Low,61
CUST02012,2023-03-28,Basic,Central,Paid Search,Monthly,42.0,,Basic,299,Monthly,2023-03-28,2023-12-16,Churned,,2.6,8.8,570.8,10,2023-12-01,0.0,1.0,0.0,0.0,0.0,Basic,Monthly,1,263.0,6-12m,Low,548
CUST00992,2023-03-31,Standard,Central,Partner,Annual,36.0,,Standard,599,Annual,2023-03-31,,Active,,7.69,7.73,608.46,26,2025-04-01,7.0,1.0,1.0,0.0,0.0,Standard,Annual,0,793.0,24m+,Medium,61
CUST00166,2023-06-12,Premium,West,Organic,Annual,18.0,,Premium,1199,Annual,2023-12-06,,Active,,11.88,7.76,735.76,17,2025-04-01,13.0,0.0,0.0,0.0,0.0,Premium,Annual,0,543.0,12-24m,Medium,61
CUST01009,2024-01-16,Standard,East,Organic,Monthly,25.0,,Standard,599,Monthly,2024-01-16,2024-10-29,Churned,,0.8,8.9,822.7,10,2024-10-01,0.0,1.0,0.0,0.0,0.0,Standard,Monthly,1,287.0,6-12m,Low,243
CUST01735,2024-11-04,Enterprise,Central,Organic,Annual,42.0,,Enterprise,2999,Annual,2024-11-04,,Active,,20.0,6.83,838.67,6,2025-04-01,20.0,0.0,0.0,0.0,0.0,Enterprise,Annual,0,209.0,6-12m,High,61
CUST01188,2024-10-17,Premium,West,Organic,Annual,,NEGATIVE_AGE,Premium,1199,Annual,2024-10-17,,Active,,5.29,6.86,608.29,7,2025-04-01,6.0,0.0,0.0,0.0,0.0,Premium,Annual,0,227.0,6-12m,Medium,61
CUST01912,2024-12-18,Standard,,Social,Annual,28.0,,Standard,599,Annual,2024-12-18,,Active,,7.6,5.2,556.8,5,2025-04-01,7.0,1.0,1.0,0.0,1.0,Standard,Annual,0,165.0,3-6m,Medium,61
CUST02916,2024-06-26,Basic,West,Referral,Monthly,27.0,,Basic,299,Monthly,2024-06-26,2024-10-11,Churned,,0.6,9.2,664.6,5,2024-10-01,0.0,0.0,0.0,0.0,0.0,Basic,Monthly,1,107.0,3-6m,Low,243
CUST00804,2023-05-02,Premium,West,Social,Annual,24.0,,Premium,1199,Annual,2023-05-02,,Active,,11.83,8.54,619.0,24,2025-04-01,10.0,1.0,0.0,0.0,0.0,Premium,Annual,0,761.0,24m+,Medium,61
CUST01688,2024-06-11,Premium,North,Partner,Annual,72.0,,Premium,1199,Annual,2024-06-11,,Active,,1.09,7.18,479.55,11,2025-04-01,0.0,0.0,0.0,0.0,0.0,Premium,Annual,0,355.0,6-12m,Low,61
CUST00376,2025-02-04,Enterprise,East,Paid Search,Monthly,48.0,,Enterprise,2999,Monthly,2025-02-04,2025-03-26,Churned,,13.5,12.0,361.5,2,2025-03-01,0.0,2.0,1.0,1.0,2.0,Enterprise,Monthly,1,50.0,0-3m,Medium,92
CUST02889,2023-05-02,Standard,West,Organic,Annual,31.0,,Standard,599,Annual,2023-02-05,,Active,,11.52,7.41,624.56,27,2025-04-01,13.0,1.0,0.0,0.0,0.0,Standard,Annual,0,847.0,24m+,Medium,61
CUST02949,2023-01-31,Standard,East,Social,Monthly,26.0,,Standard,599,Monthly,2023-01-31,,Active,,11.64,7.64,637.36,28,2025-04-01,12.0,0.0,0.0,0.0,0.0,Standard,Monthly,0,852.0,24m+,Medium,61
CUST02887,2023-07-29,Basic,East,Social,Monthly,62.0,,Basic,299,Monthly,2023-07-29,,Active,,10.64,7.77,576.45,22,2025-04-01,15.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,673.0,12-24m,Medium,61
CUST00091,2023-08-29,Basic,East,Social,Monthly,27.0,,Basic,299,Monthly,2023-08-29,,Active,,1.29,7.48,581.57,21,2025-04-01,3.0,2.0,0.0,0.0,0.0,Basic,Monthly,0,642.0,12-24m,Low,61
CUST02938,2024-09-16,Premium,North,Referral,Monthly,36.0,,Premium,1199,Monthly,2024-09-16,,Active,,11.12,6.5,546.62,8,2025-04-01,11.0,2.0,0.0,0.0,0.0,Premium,Monthly,0,258.0,6-12m,Medium,61
CUST00956,2023-11-07,Standard,East,Organic,Monthly,26.0,,Standard,599,Monthly,2023-11-07,,Active,,3.0,7.94,584.39,18,2025-04-01,3.0,0.0,0.0,0.0,0.0,Standard,Monthly,0,572.0,12-24m,Low,61
CUST01899,2023-07-27,Premium,,Organic,Monthly,61.0,,Premium,1199,Monthly,2023-07-27,,Active,,8.55,7.27,593.18,22,2025-04-01,6.0,1.0,0.0,0.0,0.0,Premium,Monthly,0,675.0,12-24m,Medium,61
CUST01488,2023-07-16,Standard,East,Paid Search,Monthly,58.0,,Standard,599,Monthly,2023-07-16,,Active,,19.23,9.27,618.18,22,2025-04-01,19.0,0.0,0.0,0.0,0.0,Standard,Monthly,0,686.0,12-24m,High,61
CUST01734,2023-08-13,Premium,East,Organic,Annual,52.0,,Premium,1199,Annual,2023-08-13,,Active,,1.33,7.52,616.1,21,2025-04-01,2.0,0.0,0.0,0.0,0.0,Premium,Annual,0,658.0,12-24m,Low,61
CUST01566,2023-07-29,Basic,South,Referral,Annual,31.0,,Basic,299,Annual,2023-07-29,,Active,,1.09,8.27,539.36,22,2025-04-01,4.0,1.0,0.0,0.0,0.0,Basic,Annual,0,673.0,12-24m,Low,61
CUST02373,2023-03-10,Basic,West,Organic,Monthly,28.0,,Basic,299,Monthly,2023-03-10,2023-07-05,Churned,,1.8,8.8,599.6,5,2023-07-01,0.0,5.0,2.0,1.0,1.0,Basic,Monthly,1,117.0,3-6m,Low,701
CUST00514,2024-06-27,Standard,Central,Referral,Monthly,64.0,,Standard,599,Monthly,2024-06-27,,Active,,4.64,8.55,545.27,11,2025-04-01,5.0,1.0,0.0,0.0,1.0,Standard,Monthly,0,339.0,6-12m,Low,61
CUST02988,2024-10-27,Basic,Central,Organic,Annual,,NEGATIVE_AGE,Basic,299,Annual,2024-10-27,,Active,,3.57,7.86,595.43,7,2025-04-01,6.0,2.0,1.0,0.0,1.0,Basic,Annual,0,217.0,6-12m,Low,61
CUST01567,2023-08-30,Standard,West,Social,Monthly,64.0,,Standard,599,Monthly,2023-08-30,,Active,,12.1,8.71,607.62,21,2025-04-01,11.0,4.0,0.0,0.0,1.0,Standard,Monthly,0,641.0,12-24m,Medium,61
CUST02859,2024-10-21,Basic,South,Referral,Monthly,48.0,,Basic,299,Monthly,2024-10-21,2025-02-02,Churned,,8.0,9.0,597.8,5,2025-02-01,0.0,3.0,0.0,0.0,1.0,Basic,Monthly,1,104.0,3-6m,Medium,120
CUST02823,2024-06-17,Standard,North,Referral,Monthly,53.0,,Standard,599,Monthly,2024-06-17,,Active,,2.36,8.45,671.27,11,2025-04-01,7.0,0.0,0.0,0.0,0.0,Standard,Monthly,0,349.0,6-12m,Low,61
CUST01539,2023-06-15,Basic,North,Referral,Monthly,25.0,,Basic,299,Monthly,2023-06-15,,Active,,4.26,8.09,600.61,23,2025-04-01,5.0,3.0,0.0,0.0,0.0,Basic,Monthly,0,717.0,12-24m,Low,61
CUST02238,2024-02-25,Basic,North,Referral,Monthly,57.0,,Basic,299,Monthly,2024-02-25,2025-01-15,Churned,,11.08,8.75,531.67,12,2025-01-01,0.0,2.0,0.0,1.0,0.0,Basic,Monthly,1,325.0,6-12m,Medium,151
CUST02123,2024-09-20,Enterprise,East,Paid Search,Monthly,47.0,,Enterprise,2999,Monthly,2024-09-20,,Active,,5.0,8.88,548.88,8,2025-04-01,3.0,2.0,1.0,0.0,2.0,Enterprise,Monthly,0,254.0,6-12m,Low,61
CUST00344,2024-08-15,Standard,North,Referral,Monthly,58.0,,Standard,599,Monthly,2024-08-15,,Active,,6.89,8.78,478.11,9,2025-04-01,8.0,2.0,0.0,0.0,1.0,Standard,Monthly,0,290.0,6-12m,Medium,61
CUST01264,2024-03-08,Standard,North,Organic,Monthly,19.0,,Standard,599,Monthly,2024-03-08,2024-10-17,Churned,,6.75,7.0,684.5,8,2024-10-01,0.0,6.0,1.0,0.0,0.0,Standard,Monthly,1,223.0,6-12m,Medium,243
CUST02055,2024-09-15,Standard,North,Organic,Annual,46.0,,Standard,599,Annual,2024-09-15,,Active,,11.25,7.5,725.0,8,2025-04-01,11.0,4.0,1.0,1.0,2.0,Standard,Annual,0,259.0,6-12m,Medium,61
CUST01390,2024-06-30,Premium,South,Paid Search,Monthly,68.0,,Premium,1199,Monthly,2024-06-30,,Active,ACTIVE_WITH_CHURN_DATE,4.64,6.18,845.27,11,2025-04-01,4.0,1.0,0.0,0.0,1.0,Premium,Monthly,0,336.0,6-12m,Low,61
CUST02840,2023-04-17,Standard,,Paid Search,Annual,26.0,,Standard,599,Annual,2023-04-17,2024-05-17,Churned,,1.64,5.14,638.79,14,2024-05-01,0.0,1.0,0.0,0.0,0.0,Standard,Annual,1,396.0,12-24m,Low,396
CUST02078,2024-05-23,Basic,South,Referral,Monthly,51.0,,Basic,299,Monthly,2024-05-23,2024-08-22,Churned,,1.0,7.5,897.5,4,2024-08-01,0.0,0.0,0.0,0.0,0.0,Basic,Monthly,1,91.0,3-6m,Low,304
CUST02604,2023-08-09,Standard,West,Social,Monthly,35.0,,Standard,599,Monthly,2023-08-09,,Active,,8.43,8.29,617.67,21,2025-04-01,10.0,1.0,1.0,0.0,0.0,Standard,Monthly,0,662.0,12-24m,Medium,61
CUST01153,2024-12-27,Standard,Central,Social,Monthly,41.0,,Standard,599,Monthly,2024-12-27,2025-04-22,Churned,,2.6,13.2,666.0,5,2025-04-01,2.0,0.0,0.0,0.0,0.0,Standard,Monthly,1,116.0,3-6m,Low,61
CUST02363,2024-07-17,Premium,South,Social,Monthly,45.0,,Premium,1199,Monthly,2024-07-17,,Active,,3.5,9.2,642.0,10,2025-04-01,4.0,0.0,0.0,0.0,0.0,Premium,Monthly,0,319.0,6-12m,Low,61
CUST00443,2024-07-21,Basic,Central,Social,Annual,18.0,,Basic,299,Annual,2024-07-21,,Active,,2.7,5.6,739.8,10,2025-04-01,6.0,4.0,0.0,0.0,0.0,Basic,Annual,0,315.0,6-12m,Low,61
CUST01689,2024-05-14,Basic,North,Referral,Monthly,40.0,,Basic,299,Monthly,2024-05-14,,Active,,1.17,6.25,436.83,12,2025-04-01,1.0,1.0,0.0,0.0,0.0,Basic,Monthly,0,383.0,12-24m,Low,61
CUST02960,2023-05-14,Standard,West,Partner,Monthly,41.0,,Standard,599,Monthly,2023-05-14,,Active,,1.62,6.29,421.12,24,2025-04-01,3.0,1.0,0.0,0.0,0.0,Standard,Monthly,0,749.0,24m+,Low,61
CUST00266,2023-02-14,Standard,South,Partner,Monthly,66.0,,Standard,599,Monthly,2023-02-14,2024-10-30,Churned,,1.62,7.57,698.81,21,2024-10-01,0.0,1.0,0.0,0.0,0.0,Standard,Monthly,1,624.0,12-24m,Low,243
CUST00275,2024-01-19,Basic,East,Partner,Annual,59.0,,Basic,299,Annual,2024-01-19,,Active,,19.56,4.25,515.25,16,2025-04-01,17.0,0.0,0.0,0.0,0.0,Basic,Annual,0,499.0,12-24m,High,61
CUST02026,2023-10-11,Premium,Central,Paid Search,Monthly,29.0,,Premium,1199,Monthly,2023-10-11,,Active,,11.11,8.53,688.74,19,2025-04-01,14.0,0.0,0.0,0.0,0.0,Premium,Monthly,0,599.0,12-24m,Medium,61
CUST02730,2023-02-07,Basic,Central,Partner,Annual,25.0,,Basic,299,Annual,2023-02-07,,Active,,4.52,8.0,609.11,27,2025-04-01,2.0,0.0,0.0,0.0,0.0,Basic,Annual,0,845.0,24m+,Low,61
CUST02825,2024-10-15,Basic,East,Paid Search,Monthly,20.0,,Basic,299,Monthly,2024-10-15,,Active,,10.71,7.43,544.57,7,2025-04-01,13.0,1.0,0.0,0.0,1.0,Basic,Monthly,0,229.0,6-12m,Medium,61
CUST00280,2024-03-05,Standard,Central,Paid Search,Monthly,49.0,,Standard,599,Monthly,2024-03-05,2024-07-17,Churned,,2.6,10.2,642.4,5,2024-07-01,0.0,1.0,0.0,0.0,0.0,Standard,Monthly,1,134.0,3-6m,Low,335
CUST01945,2023-05-11,Standard,Central,Social,Monthly,72.0,,Standard,599,Monthly,2023-05-11,,Active,ACTIVE_WITH_CHURN_DATE,1.08,8.75,643.92,24,2025-04-01,0.0,2.0,0.0,1.0,0.0,Standard,Monthly,0,752.0,24m+,Low,61
CUST02651,2024-12-18,Enterprise,North,Organic,Monthly,65.0,,Enterprise,2999,Monthly,2024-12-18,,Active,,7.4,9.0,405.8,5,2025-04-01,10.0,1.0,0.0,0.0,1.0,Enterprise,Monthly,0,165.0,3-6m,Medium,61
CUST01152,2024-01-17,Basic,West,Paid Search,Annual,48.0,,Basic,299,Annual,2024-01-17,,Active,,12.69,7.62,600.81,16,2025-04-01,10.0,5.0,1.0,1.0,1.0,Basic,Annual,0,501.0,12-24m,Medium,61
CUST00055,2023-09-28,Basic,North,Social,Monthly,36.0,,Basic,299,Monthly,2023-09-28,2024-02-19,Churned,,11.0,7.33,751.67,6,2024-02-01,0.0,2.0,1.0,0.0,0.0,Basic,Monthly,1,144.0,3-6m,Medium,486
CUST00178,2024-08-24,Basic,West,Referral,Monthly,37.0,,Basic,299,Monthly,2024-08-24,,Active,,2.78,5.0,530.78,9,2025-04-01,3.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,281.0,6-12m,Low,61
CUST01108,2023-04-19,Basic,Central,Social,Monthly,69.0,,Basic,299,Monthly,2023-04-19,,Active,ACTIVE_WITH_CHURN_DATE,3.96,7.92,576.88,25,2025-04-01,4.0,5.0,1.0,0.0,1.0,Basic,Monthly,0,774.0,24m+,Low,61
CUST00481,2024-07-22,Basic,,Organic,Monthly,46.0,,Basic,299,Monthly,2024-07-22,,Active,,7.1,7.3,731.6,10,2025-04-01,7.0,2.0,0.0,0.0,0.0,Basic,Monthly,0,314.0,6-12m,Medium,61
CUST00239,2023-06-25,Premium,Central,Paid Search,Annual,41.0,,Premium,1199,Annual,2023-06-25,,Active,,4.96,6.61,595.39,23,2025-04-01,3.0,2.0,1.0,0.0,0.0,Premium,Annual,0,707.0,12-24m,Low,61
CUST01492,2024-11-10,Standard,South,Paid Search,Annual,,,Standard,599,Annual,2024-11-10,,Active,,2.67,5.17,474.67,6,2025-04-01,1.0,1.0,0.0,0.0,0.0,Standard,Annual,0,203.0,6-12m,Low,61
CUST00307,2023-06-05,Basic,North,Paid Search,Annual,46.0,,Basic,299,Annual,2023-05-06,,Active,,4.88,7.96,568.0,24,2025-04-01,3.0,1.0,0.0,1.0,0.0,Basic,Annual,0,757.0,24m+,Low,61
CUST01214,2024-07-04,Basic,North,Partner,Annual,72.0,,Basic,299,Annual,2024-07-04,2024-10-04,Churned,,1.5,7.0,661.5,4,2024-10-01,0.0,5.0,2.0,0.0,3.0,Basic,Annual,1,92.0,3-6m,Low,243
CUST00111,2023-12-22,Standard,East,Organic,Monthly,,NEGATIVE_AGE,Standard,599,Monthly,2023-12-22,,Active,,4.65,6.71,583.65,17,2025-04-01,4.0,0.0,0.0,0.0,0.0,Standard,Monthly,0,527.0,12-24m,Low,61
CUST00699,2023-12-16,Basic,North,Social,Annual,39.0,,Basic,299,Annual,2023-12-16,2024-12-29,Churned,,11.54,8.31,549.0,13,2024-12-01,0.0,2.0,0.0,0.0,0.0,Basic,Annual,1,379.0,12-24m,Medium,182
CUST02991,2023-12-16,Basic,,Paid Search,Annual,52.0,,Basic,299,Annual,2023-12-16,,Active,,10.65,6.94,374.29,17,2025-04-01,8.0,0.0,0.0,0.0,0.0,Basic,Annual,0,533.0,12-24m,Medium,61
CUST01400,2024-09-08,Premium,North,Organic,Monthly,20.0,,Premium,1199,Monthly,2024-09-08,,Active,,20.12,7.62,777.88,8,2025-04-01,17.0,1.0,0.0,0.0,0.0,Premium,Monthly,0,266.0,6-12m,High,61
CUST02965,2025-02-20,Basic,South,Referral,Monthly,65.0,,Basic,299,Monthly,2025-02-20,,Active,,10.0,6.0,843.33,3,2025-04-01,9.0,2.0,1.0,0.0,2.0,Basic,Monthly,0,101.0,3-6m,Medium,61
CUST02635,2024-02-02,Basic,East,Paid Search,Monthly,48.0,,Basic,299,Monthly,2024-02-02,2025-03-16,Churned,,6.5,7.86,587.93,14,2025-03-01,0.0,0.0,0.0,0.0,0.0,Basic,Monthly,1,408.0,12-24m,Medium,92
CUST00679,2023-10-25,Basic,East,Paid Search,Monthly,72.0,,Basic,299,Monthly,2023-10-25,,Active,,2.58,9.58,605.32,19,2025-04-01,4.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,585.0,12-24m,Low,61
CUST00262,2024-05-12,Basic,South,Organic,Monthly,,,Basic,299,Monthly,2024-05-12,,Active,,6.83,9.0,447.75,12,2025-04-01,5.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,385.0,12-24m,Medium,61
CUST01900,2023-11-11,Enterprise,Central,Referral,Monthly,,NEGATIVE_AGE,Enterprise,2999,Monthly,2023-11-11,,Active,,5.17,9.17,583.78,18,2025-04-01,3.0,0.0,0.0,0.0,0.0,Enterprise,Monthly,0,568.0,12-24m,Medium,61
CUST00236,2024-07-26,Premium,,Organic,Annual,20.0,,Premium,1199,Annual,2024-07-26,,Active,,1.1,6.8,708.3,10,2025-04-01,0.0,1.0,0.0,0.0,1.0,Premium,Annual,0,310.0,6-12m,Low,61
CUST01791,2023-10-25,Basic,West,Organic,Monthly,63.0,,Basic,299,Monthly,2023-10-25,2024-05-13,Churned,,2.75,5.12,622.75,8,2024-05-01,0.0,4.0,2.0,1.0,1.0,Basic,Monthly,1,201.0,6-12m,Low,396
CUST02830,2024-06-21,Standard,North,Paid Search,Monthly,34.0,,Standard,599,Monthly,2024-06-21,,Active,,4.82,6.73,729.36,11,2025-04-01,4.0,1.0,0.0,0.0,0.0,Standard,Monthly,0,345.0,6-12m,Low,61
CUST01846,2023-07-28,Basic,North,Paid Search,Monthly,55.0,,Basic,299,Monthly,2023-07-28,2024-06-06,Churned,,4.83,7.5,713.5,12,2024-06-01,0.0,5.0,1.0,0.0,2.0,Basic,Monthly,1,314.0,6-12m,Low,365
CUST02676,2024-06-29,Standard,North,Organic,Monthly,35.0,,Standard,599,Monthly,2024-06-29,,Active,,10.55,9.09,652.0,11,2025-04-01,11.0,0.0,0.0,0.0,0.0,Standard,Monthly,0,337.0,6-12m,Medium,61
CUST02223,2023-12-15,Basic,West,Organic,Annual,49.0,,Basic,299,Annual,2023-12-15,,Active,,10.65,7.71,734.18,17,2025-04-01,12.0,2.0,0.0,1.0,1.0,Basic,Annual,0,534.0,12-24m,Medium,61
CUST02203,2024-08-27,Basic,Central,Social,Annual,47.0,,Basic,299,Annual,2024-08-27,,Active,,12.0,8.0,555.22,9,2025-04-01,13.0,0.0,0.0,0.0,0.0,Basic,Annual,0,278.0,6-12m,Medium,61
CUST01805,2023-09-08,Standard,Central,Organic,Annual,36.0,,Standard,599,Annual,2023-09-08,,Active,,2.9,9.2,586.75,20,2025-04-01,4.0,0.0,0.0,0.0,0.0,Standard,Annual,0,632.0,12-24m,Low,61
CUST01327,2024-04-01,Premium,West,Organic,Monthly,23.0,,Premium,1199,Monthly,2024-04-01,,Active,,1.54,9.77,761.54,13,2025-04-01,3.0,1.0,0.0,0.0,0.0,Premium,Monthly,0,426.0,12-24m,Low,61
CUST01012,2024-06-20,Basic,East,Organic,Annual,70.0,,Basic,299,Annual,2024-06-20,,Active,,7.09,8.18,511.64,11,2025-04-01,6.0,1.0,0.0,0.0,0.0,Basic,Annual,0,346.0,6-12m,Medium,61
CUST01132,2024-10-15,Enterprise,South,Referral,Monthly,32.0,,Enterprise,2999,Monthly,2024-10-15,,Active,,7.43,10.29,890.0,7,2025-04-01,11.0,1.0,0.0,0.0,1.0,Enterprise,Monthly,0,229.0,6-12m,Medium,61
CUST01297,2024-11-24,Basic,South,Paid Search,Monthly,36.0,,Basic,299,Monthly,2024-11-24,2025-02-13,Churned,,0.25,12.25,614.5,4,2025-02-01,0.0,3.0,0.0,0.0,2.0,Basic,Monthly,1,81.0,0-3m,Low,120
CUST02644,2024-11-22,Premium,Central,Paid Search,Monthly,47.0,,Premium,1199,Monthly,2024-11-22,,Active,,8.83,9.67,397.33,6,2025-04-01,11.0,1.0,0.0,0.0,0.0,Premium,Monthly,0,191.0,6-12m,Medium,61
CUST02276,2024-05-03,Standard,Central,Social,Monthly,68.0,,Standard,599,Monthly,2024-05-03,2024-06-19,Churned,,6.0,11.5,373.0,2,2024-06-01,0.0,2.0,0.0,0.0,1.0,Standard,Monthly,1,47.0,0-3m,Medium,365
CUST02733,2023-05-31,Standard,Central,Social,Annual,59.0,,Standard,599,Annual,2023-05-31,,Active,,1.08,8.46,476.46,24,2025-04-01,3.0,1.0,1.0,0.0,0.0,Standard,Annual,0,732.0,24m+,Low,61
CUST01060,2024-08-06,Enterprise,Central,Social,Monthly,69.0,,Enterprise,2999,Monthly,2024-06-08,,Active,,4.0,7.91,688.55,11,2025-04-01,3.0,1.0,0.0,0.0,0.0,Enterprise,Monthly,0,358.0,6-12m,Low,61
CUST00139,2024-10-02,Standard,South,Paid Search,Monthly,59.0,,Standard,599,Monthly,2024-10-02,,Active,,4.14,6.43,836.14,7,2025-04-01,9.0,0.0,0.0,0.0,0.0,Standard,Monthly,0,242.0,6-12m,Low,61
CUST00625,2023-02-04,Basic,,Partner,Monthly,49.0,,Basic,299,Monthly,2023-04-02,,Active,,4.92,7.8,605.52,25,2025-04-01,6.0,4.0,1.0,0.0,0.0,Basic,Monthly,0,791.0,24m+,Low,61
CUST02359,2024-06-10,Enterprise,East,Partner,Monthly,,,Enterprise,2999,Monthly,2024-06-10,,Active,,7.91,7.55,458.09,11,2025-04-01,7.0,1.0,0.0,0.0,0.0,Enterprise,Monthly,0,356.0,6-12m,Medium,61
CUST02610,2024-02-12,Standard,North,Organic,Monthly,47.0,,Standard,599,Monthly,2024-02-12,,Active,,7.07,8.73,702.07,15,2025-04-01,7.0,3.0,0.0,0.0,1.0,Standard,Monthly,0,475.0,12-24m,Medium,61
