ticket_id,customer_id,created_date,category,priority,resolved,orphan_flag
TKT004590,CUST02993,2024-09-10,Account,Medium,Yes,False
TKT003906,CUST02510,2025-04-01,Account,Low,Yes,False
TKT002908,CUST01894,2025-01-07,Feature Request,High,Yes,False
TKT001669,CUST01109,2024-04-01,Account,Low,Yes,False
TKT002104,CUST01393,2023-05-19,Billing,Critical,Yes,False
TKT001565,CUST01038,2024-10-03,Other,Medium,No,False
TKT001947,CUST01287,2024-11-27,Technical,High,Yes,False
TKT003465,CUST02254,2025-02-13,Billing,Medium,Yes,False
TKT001241,CUST00823,2024-10-20,Feature Request,Medium,Yes,False
TKT001706,CUST01126,2025-01-23,Technical,Medium,Yes,False
TKT001379,CUST00921,2025-03-21,Other,Low,Yes,False
TKT003864,CUST02490,2024-11-23,Feature Request,Low,Yes,False
TKT002403,CUST01574,2024-03-28,Technical,Medium,Yes,False
TKT001179,CUST00780,2025-02-28,Technical,Critical,Yes,False
TKT000947,CUST00617,2024-09-26,Feature Request,Medium,Yes,False
TKT000079,CUST00054,2025-02-09,Feature Request,High,Yes,False
TKT001393,CUST00933,2024-10-14,Other,Low,Yes,False
TKT000848,CUST00555,2025-02-23,Other,Low,Yes,False
TKT001494,CUST01004,2024-12-16,Feature Request,High,Yes,False
TKT003606,CUST02339,2024-06-29,Billing,Low,Yes,False
TKT004344,CUST02839,2024-07-20,Account,Low,No,False
TKT004336,CUST02833,2025-05-06,Account,High,Yes,False
TKT003930,CUST02524,2025-05-29,Technical,Low,No,False
TKT000687,CUST00443,2024-07-29,Other,Low,Yes,False
TKT003596,CUST02331,2025-03-14,Other,Critical,Yes,False
TKT002344,CUST01538,2025-03-07,Feature Request,Low,Yes,False
TKT001316,CUST00879,2024-10-17,Account,Medium,Yes,False
TKT003557,CUST02303,2024-09-23,Account,Medium,Yes,False
TKT002916,CUST01901,2025-02-24,Billing,Medium,Yes,False
TKT003945,CUST02539,2023-06-12,Billing,Medium,Yes,False
TKT004480,CUST02929,2025-05-10,Technical,High,Yes,False
TKT001795,CUST01190,2024-03-18,Feature Request,Medium,Yes,False
TKT000227,CUST00159,2024-02-14,Billing,Low,No,False
TKT004585,CUST02992,2025-01-10,Billing,Low,Yes,False
TKT001066,CUST00697,2025-01-22,Account,Critical,Yes,False
TKT001257,CUST00834,2025-03-06,Feature Request,Low,Yes,False
TKT001848,CUST01212,2024-09-26,Technical,Low,No,False
TKT000188,CUST00130,2024-04-24,Feature Request,Medium,Yes,False
TKT000333,CUST00223,2023-11-06,Account,Critical,Yes,False
TKT004163,CUST02710,2023-12-31,Billing,Critical,Yes,False
TKT001820,CUST01200,2025-04-25,Other,Medium,Yes,False
TKT003445,CUST02239,2024-10-19,Feature Request,Medium,Yes,False
TKT000212,CUST00149,2024-09-26,Other,Medium,No,False
TKT003964,CUST02554,2024-11-02,Technical,High,Yes,False
TKT001870,CUST01225,2023-09-14,Billing,Medium,No,False
TKT000734,CUST00486,2024-09-13,Billing,Medium,Yes,False
TKT002098,CUST01387,2024-08-12,Other,Low,Yes,False
TKT003229,CUST02115,2025-02-04,Technical,Low,Yes,False
TKT000187,CUST00128,2025-02-10,Technical,Critical,No,False
TKT000833,CUST00548,2025-01-26,Other,Low,No,False
TKT003370,CUST02202,2024-12-18,Other,Low,Yes,False
TKT001588,CUST01052,2025-03-06,Other,Medium,Yes,False
TKT002453,CUST01609,2025-01-25,Other,Medium,Yes,False
TKT003469,CUST02256,2024-04-21,Billing,Medium,Yes,False
TKT003071,CUST02003,2025-05-02,Other,Medium,Yes,False
TKT000691,CUST00445,2024-09-23,Technical,Low,Yes,False
TKT002966,CUST01937,2024-08-11,Account,Medium,Yes,False
TKT001147,CUST00752,2024-12-03,Billing,High,Yes,False
TKT002095,CUST01387,2023-10-11,Billing,Medium,No,False
TKT000200,CUST00145,2025-04-18,Account,Medium,Yes,False
TKT004505,CUST02950,2025-04-26,Account,Medium,Yes,False
TKT003688,CUST02393,2023-10-28,Account,Low,Yes,False
TKT002815,CUST01840,2025-03-31,Billing,Medium,Yes,False
TKT002246,CUST01468,2024-12-13,Technical,High,Yes,False
TKT004444,CUST02900,2024-03-11,Billing,Medium,No,False
TKT000905,CUST00590,2025-03-02,Billing,Low,Yes,False
TKT001931,CUST01274,2024-03-20,Other,Medium,Yes,False
TKT002302,CUST01505,2025-02-09,Other,Medium,Yes,False
TKT003838,CUST02475,2025-04-08,Feature Request,Low,No,False
TKT004580,CUST02989,2024-01-30,Feature Request,High,Yes,False
TKT002307,CUST01507,2025-05-15,Feature Request,High,Yes,False
TKT002706,CUST01773,2024-04-14,Other,Low,Yes,False
TKT000242,CUST00164,2025-04-23,Billing,High,Yes,False
TKT002811,CUST01836,2025-04-16,Billing,Low,Yes,False
TKT003633,CUST02358,2024-11-11,Technical,Medium,Yes,False
TKT002316,CUST01512,2025-03-05,Feature Request,High,Yes,False
TKT004493,CUST02943,2023-12-26,Feature Request,Medium,No,False
TKT001491,CUST01002,2024-02-29,Other,High,Yes,False
TKT002784,CUST01822,2025-03-01,Account,Critical,Yes,False
TKT000707,CUST00464,2024-10-31,Feature Request,Medium,Yes,False
TKT001418,CUST00945,2023-12-14,Billing,Low,Yes,False
TKT001003,CUST00644,2025-01-14,Other,Low,Yes,False
TKT000282,CUST00192,2023-05-05,Feature Request,High,Yes,False
TKT000488,CUST00330,2025-02-26,Technical,High,Yes,False
TKT003420,CUST02229,2025-04-15,Other,Medium,Yes,False
TKT003747,CUST02431,2024-11-14,Technical,Medium,Yes,False
TKT002012,CUST01332,2024-09-29,Account,Medium,Yes,False
TKT003968,CUST02557,2024-09-14,Feature Request,Low,Yes,False
TKT002039,CUST01348,2024-04-12,Billing,Low,No,False
TKT001117,CUST00735,2025-03-25,Feature Request,Medium,Yes,False
TKT004166,CUST02712,2023-10-30,Feature Request,Medium,No,False
TKT004102,CUST02654,2023-08-23,Technical,Low,Yes,False
TKT003329,CUST02178,2025-02-22,Technical,Low,No,False
TKT001422,CUST00946,2024-10-15,Feature Request,Medium,Yes,False
TKT003016,CUST01972,2024-09-15,Technical,Medium,Yes,False
TKT002924,CUST01904,2025-01-19,Feature Request,Medium,Yes,False
TKT000782,CUST00511,2024-01-23,Technical,Medium,Yes,False
TKT003001,CUST01960,2024-06-12,Billing,High,Yes,False
TKT003544,CUST02294,2025-05-21,Other,Medium,No,False
TKT000238,CUST00163,2024-02-25,Feature Request,Medium,Yes,False
TKT001984,CUST01317,2024-10-22,Other,High,Yes,False
TKT000384,CUST00256,2024-05-15,Feature Request,Medium,Yes,False
TKT003110,CUST02041,2024-12-21,Other,Critical,Yes,False
TKT003293,CUST02156,2025-01-02,Account,Low,No,False
TKT002506,CUST01643,2025-04-30,Other,Medium,Yes,False
TKT003216,CUST02106,2024-12-09,Billing,Low,Yes,False
TKT002494,CUST01639,2024-01-15,Technical,Critical,Yes,False
TKT003867,CUST02491,2025-05-03,Billing,High,Yes,False
TKT002253,CUST01476,2024-12-26,Feature Request,High,Yes,False
TKT003492,CUST02265,2024-06-22,Technical,High,Yes,False
TKT004436,CUST02897,2024-08-28,Technical,Medium,Yes,False
TKT001365,CUST00913,2025-01-10,Billing,High,No,False
TKT002661,CUST01739,2024-11-25,Technical,Low,Yes,False
TKT002687,CUST01758,2025-04-23,Technical,Critical,Yes,False
TKT000233,CUST00162,2025-04-17,Technical,Low,No,False
TKT001326,CUST00885,2024-08-21,Technical,High,Yes,False
TKT004380,CUST02862,2024-12-19,Feature Request,Medium,Yes,False
TKT003623,CUST02351,2025-04-28,Billing,Medium,Yes,False
TKT000478,CUST00320,2025-04-20,Technical,Low,Yes,False
TKT004240,CUST02774,2023-09-03,Account,Low,Yes,False
TKT001553,CUST01031,2025-05-25,Billing,Medium,Yes,False
TKT001380,CUST00921,2024-11-07,Billing,Low,No,False
TKT002655,CUST01730,2024-11-21,Account,Medium,Yes,False
TKT001178,CUST00780,2025-01-13,Technical,Low,Yes,False
TKT000714,CUST00468,2025-05-14,Technical,Low,No,False
TKT001584,CUST01049,2023-10-13,Other,Low,Yes,False
TKT004517,CUST02957,2024-11-15,Billing,Critical,Yes,False
TKT003385,CUST02210,2024-02-17,Technical,High,No,False
TKT001661,CUST01107,2024-07-17,Other,Medium,Yes,False
TKT001789,CUST01184,2025-03-20,Account,Low,No,False
TKT004301,CUST02814,2025-05-29,Account,Low,Yes,False
TKT001752,CUST01156,2024-02-04,Technical,Low,Yes,False
TKT004285,CUST02804,2024-10-07,Billing,Medium,Yes,False
TKT002797,CUST01828,2024-11-23,Account,Low,Yes,False
TKT002248,CUST01472,2025-03-16,Other,Medium,No,False
TKT001318,CUST00881,2023-12-20,Other,Low,Yes,False
TKT001519,CUST01015,2024-09-19,Other,Low,Yes,False
TKT002122,CUST01406,2024-11-30,Technical,High,Yes,False
TKT004052,CUST02617,2025-03-18,Feature Request,High,Yes,False
TKT004043,CUST02612,2025-03-20,Other,Medium,Yes,False
TKT004215,CUST02746,2024-11-05,Billing,Low,No,False
TKT002713,CUST01778,2024-10-07,Billing,Medium,Yes,False
TKT004534,CUST02965,2025-04-04,Technical,Medium,Yes,False
TKT003654,CUST02370,2023-09-17,Feature Request,Low,Yes,False
TKT002820,CUST01843,2025-04-16,Technical,Medium,Yes,False
TKT003128,CUST02054,2025-01-07,Billing,High,No,False
TKT001935,CUST01278,2024-12-31,Feature Request,High,Yes,False
TKT004393,CUST02869,2024-06-08,Other,Low,Yes,False
TKT004116,CUST02671,2024-12-10,Technical,Low,No,False
TKT000948,CUST00617,2025-05-31,Technical,Low,Yes,False
TKT002194,CUST01440,2024-01-09,Other,Low,Yes,False
TKT002553,CUST01673,2024-12-12,Other,Critical,Yes,False
TKT001523,CUST01015,2024-12-08,Feature Request,Medium,Yes,False
TKT000634,CUST00405,2025-03-14,Billing,Medium,Yes,False
TKT002414,CUST01583,2023-11-15,Other,High,Yes,False
TKT001210,CUST00799,2024-06-27,Billing,Low,Yes,False
TKT003772,CUST02451,2024-12-01,Feature Request,Critical,Yes,False
TKT000101,CUST00070,2024-07-04,Other,Low,No,False
TKT002979,CUST01944,2025-05-15,Other,Low,Yes,False
TKT001168,CUST00774,2025-02-17,Account,Low,Yes,False
TKT002527,CUST01662,2024-09-24,Technical,Low,Yes,False
TKT002744,CUST01797,2024-06-07,Billing,Low,Yes,False
TKT003711,CUST02412,2025-02-26,Billing,High,Yes,False
TKT004139,CUST02696,2025-03-01,Feature Request,Critical,Yes,False
TKT000892,CUST00578,2024-08-04,Feature Request,Medium,No,False
TKT001075,CUST00700,2025-05-18,Account,Medium,No,False
TKT004015,CUST02599,2024-09-04,Other,Critical,No,False
TKT002322,CUST01523,2023-06-23,Billing,Critical,Yes,False
TKT002118,CUST01402,2025-02-17,Account,High,Yes,False
TKT004326,CUST02829,2024-11-29,Billing,Medium,Yes,False
TKT000298,CUST00199,2024-01-09,Account,Medium,No,False
TKT003802,CUST02461,2024-05-23,Feature Request,Medium,Yes,False
TKT000635,CUST00405,2025-04-03,Feature Request,Low,Yes,False
TKT000458,CUST00306,2025-03-19,Account,Low,Yes,False
TKT003054,CUST01990,2025-02-14,Feature Request,Low,Yes,False
TKT002919,CUST01901,2025-02-03,Feature Request,Low,Yes,False
TKT001677,CUST01111,2023-04-03,Technical,Low,Yes,False
TKT002446,CUST01607,2023-12-08,Feature Request,Medium,Yes,False
TKT001024,CUST00654,2024-09-25,Feature Request,Low,Yes,False
TKT004554,CUST02979,2025-01-10,Billing,Medium,Yes,False
TKT002276,CUST01487,2025-02-04,Other,Low,Yes,False
TKT002704,CUST01773,2024-08-02,Account,High,Yes,False
TKT003030,CUST01982,2023-05-17,Feature Request,High,No,False
TKT001392,CUST00933,2024-05-05,Account,Low,Yes,False
TKT000586,CUST00384,2025-03-01,Account,Medium,No,False
TKT002435,CUST01597,2024-09-25,Feature Request,High,Yes,False
TKT002582,CUST01691,2024-07-15,Technical,High,Yes,False
TKT000179,CUST00123,2025-03-08,Technical,Low,Yes,False
TKT001370,CUST00915,2025-02-04,Account,Low,Yes,False
TKT000171,CUST00115,2025-04-14,Feature Request,Medium,No,False
TKT001434,CUST00954,2024-04-17,Billing,Medium,Yes,False
TKT002046,CUST01352,2025-05-11,Account,Medium,Yes,False
TKT003280,CUST02143,2025-05-31,Other,Medium,Yes,False
TKT002034,CUST01343,2023-10-29,Other,Low,Yes,False
TKT002340,CUST01534,2024-01-03,Account,Medium,No,False
TKT004098,CUST02651,2025-03-05,Billing,Low,Yes,False
TKT001812,CUST01197,2023-08-28,Technical,Medium,No,False
TKT002128,CUST01410,2024-12-12,Other,Medium,Yes,False
TKT003296,CUST02159,2025-04-27,Feature Request,Low,Yes,False
TKT000829,CUST00548,2025-05-03,Other,Medium,No,False
TKT003287,CUST02154,2025-01-04,Account,Low,Yes,False
TKT002720,CUST01783,2025-05-13,Technical,High,Yes,False
TKT004162,CUST02710,2025-03-09,Other,Medium,No,False
TKT001391,CUST00930,2025-03-31,Technical,Low,No,False
TKT001940,CUST01283,2024-10-24,Other,Low,Yes,False
TKT003726,CUST02417,2024-03-12,Feature Request,High,Yes,False
TKT004017,CUST02600,2024-10-14,Other,High,Yes,False
TKT001624,CUST01082,2024-07-24,Account,Medium,Yes,False
TKT003727,CUST02417,2024-12-27,Billing,Low,Yes,False
TKT000860,CUST00564,2024-07-17,Other,Low,No,False
TKT003113,CUST02043,2025-02-22,Feature Request,Low,No,False
TKT002088,CUST01382,2024-12-14,Technical,High,Yes,False
TKT004237,CUST02773,2025-03-24,Account,Low,Yes,False
TKT001808,CUST01194,2025-04-18,Account,Medium,Yes,False
TKT003921,CUST02518,2024-09-09,Billing,High,Yes,False
TKT002033,CUST01342,2025-02-26,Account,Medium,Yes,False
TKT002636,CUST01718,2024-10-16,Account,High,Yes,False
TKT001734,CUST01151,2025-02-05,Technical,Medium,Yes,False
TKT003766,CUST02443,2025-03-14,Other,Low,No,False
TKT002740,CUST01793,2024-11-17,Billing,Medium,Yes,False
TKT004558,CUST02981,2023-11-11,Other,Medium,No,False
TKT003077,CUST02007,2024-08-16,Other,Medium,Yes,False
TKT000464,CUST00310,2025-04-19,Billing,Medium,Yes,False
TKT001532,CUST01021,2025-04-07,Feature Request,High,Yes,False
TKT001959,CUST01298,2025-02-20,Billing,Low,Yes,False
TKT002083,CUST01380,2024-07-23,Billing,Low,Yes,False
TKT002824,CUST01845,2025-03-28,Billing,Low,Yes,False
TKT002932,CUST01911,2024-07-13,Other,Medium,Yes,False
TKT003999,CUST02586,2023-11-02,Account,High,Yes,False
TKT003659,CUST02371,2024-06-04,Other,Low,No,False
TKT000165,CUST00109,2025-01-08,Billing,Low,Yes,False
TKT002430,CUST01595,2025-04-22,Billing,High,Yes,False
TKT003324,CUST02176,2025-02-17,Feature Request,Medium,Yes,False
TKT002150,CUST01422,2025-02-21,Account,Medium,No,False
TKT001770,CUST01168,2024-11-19,Other,Critical,No,False
TKT000172,CUST00117,2025-03-30,Feature Request,High,Yes,False
TKT000976,CUST00627,2025-03-16,Billing,Medium,Yes,False
TKT003200,CUST02093,2024-06-15,Billing,Low,Yes,False
TKT003275,CUST02140,2025-03-19,Account,Low,Yes,False
TKT002889,CUST01878,2024-11-19,Account,High,Yes,False
TKT003713,CUST02412,2024-07-14,Feature Request,Low,No,False
TKT001327,CUST00885,2023-10-04,Other,Low,No,False
TKT002096,CUST01387,2024-06-04,Billing,Medium,Yes,False
TKT001711,CUST01133,2025-01-23,Billing,Low,No,False
TKT000220,CUST00157,2025-04-05,Other,Low,Yes,False
TKT003130,CUST02054,2025-01-28,Account,Low,No,False
TKT002404,CUST01574,2023-12-04,Billing,Medium,Yes,False
TKT000617,CUST00398,2025-05-18,Billing,Low,Yes,False
TKT000043,CUST00038,2024-10-29,Feature Request,High,Yes,False
TKT000511,CUST00348,2025-05-02,Account,Low,Yes,False
TKT004119,CUST02675,2025-01-14,Other,Low,Yes,False
TKT003116,CUST02045,2024-03-29,Account,Medium,Yes,False
TKT000311,CUST00207,2023-10-16,Billing,High,Yes,False
TKT000835,CUST00551,2024-03-08,Technical,Low,Yes,False
TKT004601,CUST90638,2024-05-09,Technical,Medium,Yes,True
TKT002186,CUST01436,2025-04-05,Billing,Low,Yes,False
TKT000441,CUST00295,2023-06-05,Billing,Low,Yes,False
TKT000029,CUST00030,2025-03-27,Account,Critical,Yes,False
TKT000819,CUST00541,2024-05-14,Feature Request,High,Yes,False
TKT001222,CUST00810,2023-10-11,Account,Low,Yes,False
TKT000155,CUST00107,2024-06-19,Other,Medium,No,False
TKT002159,CUST01426,2025-04-02,Other,Medium,Yes,False
TKT003595,CUST02331,2024-10-19,Other,Low,Yes,False
TKT001407,CUST00938,2025-01-07,Technical,Medium,Yes,False
TKT002956,CUST01925,2025-02-19,Feature Request,Medium,Yes,False
TKT001572,CUST01041,2025-02-27,Account,Medium,Yes,False
TKT004003,CUST02586,2024-12-27,Account,Low,Yes,False
TKT002692,CUST01759,2024-02-09,Feature Request,Medium,No,False
TKT000535,CUST00361,2024-09-22,Billing,Low,No,False
TKT001601,CUST01068,2024-12-28,Other,High,Yes,False
TKT004546,CUST02973,2024-07-13,Feature Request,Low,Yes,False
TKT002464,CUST01622,2024-05-24,Account,Critical,Yes,False
TKT002962,CUST01931,2025-02-06,Feature Request,High,Yes,False
TKT003072,CUST02004,2024-06-12,Other,High,Yes,False
TKT002205,CUST01444,2025-04-28,Billing,Low,Yes,False
TKT002176,CUST01434,2024-10-16,Other,Medium,Yes,False
TKT003150,CUST02063,2024-07-14,Account,Medium,Yes,False
TKT004207,CUST02743,2024-08-29,Feature Request,Medium,Yes,False
TKT001611,CUST01072,2024-04-20,Technical,High,Yes,False
TKT004499,CUST02945,2024-12-09,Other,Medium,Yes,False
TKT002157,CUST01426,2025-03-17,Billing,Low,No,False
TKT000509,CUST00346,2025-04-05,Other,High,Yes,False
TKT001767,CUST01166,2024-08-16,Account,High,Yes,False
TKT002708,CUST01777,2024-07-13,Billing,Medium,Yes,False
TKT004559,CUST02981,2025-01-19,Other,Medium,Yes,False
TKT003653,CUST02369,2024-11-26,Billing,Medium,Yes,False
TKT003184,CUST02085,2025-05-06,Technical,Low,No,False
TKT004418,CUST02889,2024-09-02,Feature Request,Low,Yes,False
TKT002573,CUST01687,2025-03-23,Other,Medium,Yes,False
TKT000785,CUST00515,2025-01-21,Other,High,Yes,False
TKT003247,CUST02126,2025-03-05,Feature Request,High,Yes,False
TKT004025,CUST02605,2024-04-02,Feature Request,Low,Yes,False
TKT003942,CUST02536,2025-02-23,Technical,High,No,False
TKT002070,CUST01369,2023-06-16,Technical,High,Yes,False
TKT001539,CUST01024,2024-12-27,Other,Medium,No,False
TKT003792,CUST02456,2024-07-15,Account,Medium,Yes,False
TKT001390,CUST00929,2024-10-08,Other,Low,Yes,False
TKT001714,CUST01134,2024-07-10,Technical,Low,Yes,False
TKT000022,CUST00020,2024-06-04,Billing,Medium,Yes,False
TKT002580,CUST01690,2023-09-18,Other,Medium,Yes,False
TKT001315,CUST00879,2024-09-24,Account,Medium,Yes,False
TKT001056,CUST00692,2025-03-29,Technical,Medium,Yes,False
TKT002231,CUST01458,2024-09-24,Feature Request,Medium,No,False
TKT001944,CUST01285,2025-03-07,Technical,Low,Yes,False
TKT001979,CUST01315,2025-05-10,Billing,Critical,Yes,False
TKT000516,CUST00355,2023-05-21,Account,Medium,No,False
TKT002512,CUST01648,2024-05-31,Other,Medium,Yes,False
TKT002219,CUST01452,2024-01-18,Account,High,Yes,False
TKT000602,CUST00390,2025-04-04,Technical,Low,Yes,False
TKT004443,CUST02899,2024-07-27,Technical,Low,No,False
TKT004092,CUST02644,2025-02-19,Account,High,Yes,False
TKT002224,CUST01453,2024-05-01,Billing,Low,No,False
TKT001966,CUST01307,2024-06-13,Feature Request,Low,Yes,False
TKT002074,CUST01372,2025-03-05,Feature Request,Low,Yes,False
TKT002980,CUST01944,2025-03-02,Technical,Low,Yes,False
TKT000439,CUST00294,2024-08-20,Account,Critical,Yes,False
TKT003165,CUST02072,2024-03-27,Billing,Low,Yes,False
TKT000340,CUST00226,2024-09-28,Technical,Medium,Yes,False
TKT000871,CUST00568,2025-04-24,Account,Low,Yes,False
TKT000604,CUST00394,2025-02-15,Account,Medium,Yes,False
TKT002957,CUST01925,2023-09-05,Account,Critical,No,False
TKT004072,CUST02632,2024-08-25,Other,Medium,Yes,False
TKT003584,CUST02318,2024-01-02,Other,Medium,Yes,False
TKT002260,CUST01480,2023-07-17,Other,Critical,Yes,False
TKT000997,CUST00640,2024-09-14,Billing,Medium,Yes,False
TKT004273,CUST02798,2024-06-14,Other,Medium,Yes,False
TKT000544,CUST00366,2025-01-07,Billing,Low,Yes,False
TKT002616,CUST01705,2025-03-26,Billing,Critical,Yes,False
TKT002664,CUST01739,2025-04-03,Billing,High,Yes,False
TKT000883,CUST00571,2025-05-03,Other,Medium,Yes,False
TKT001194,CUST00787,2024-12-29,Feature Request,Low,Yes,False
TKT002684,CUST01755,2024-08-10,Other,Low,Yes,False
TKT002961,CUST01931,2024-10-15,Technical,Medium,Yes,False
TKT002904,CUST01894,2025-01-18,Feature Request,Low,Yes,False
TKT002206,CUST01445,2024-04-24,Technical,Low,No,False
TKT004543,CUST02972,2025-03-18,Other,Medium,Yes,False
TKT001839,CUST01206,2025-04-12,Billing,Medium,Yes,False
TKT002781,CUST01820,2024-02-01,Billing,Medium,Yes,False
TKT000749,CUST00497,2024-05-01,Technical,Low,No,False
TKT001249,CUST00828,2024-03-11,Other,Low,No,False
TKT002578,CUST01690,2024-12-10,Technical,Low,Yes,False
TKT000609,CUST00395,2025-02-28,Account,Medium,Yes,False
TKT000792,CUST00518,2024-10-24,Feature Request,Medium,Yes,False
TKT002125,CUST01408,2025-04-24,Feature Request,High,No,False
TKT003401,CUST02221,2025-04-22,Billing,Low,Yes,False
TKT002579,CUST01690,2024-04-13,Account,Medium,Yes,False
TKT004465,CUST02920,2025-03-22,Other,Medium,No,False
TKT001482,CUST00997,2024-06-10,Billing,Medium,Yes,False
TKT000395,CUST00267,2025-02-24,Billing,Low,Yes,False
TKT000308,CUST00204,2024-02-03,Billing,Medium,Yes,False
TKT004223,CUST02757,2024-06-04,Feature Request,Low,No,False
TKT003140,CUST02058,2025-02-24,Feature Request,Medium,Yes,False
TKT002848,CUST01857,2024-12-20,Feature Request,Critical,No,False
TKT002779,CUST01820,2024-09-26,Technical,Medium,Yes,False
TKT002055,CUST01355,2024-02-11,Other,Medium,Yes,False
TKT002816,CUST01840,2025-04-15,Billing,High,Yes,False
TKT002728,CUST01791,2024-10-12,Billing,Medium,No,False
TKT003960,CUST02551,2025-05-29,Other,Low,Yes,False
TKT003026,CUST01978,2024-08-15,Billing,Low,Yes,False
TKT003341,CUST02186,2025-05-14,Billing,Low,Yes,False
TKT001817,CUST01198,2024-12-01,Technical,Critical,Yes,False
TKT003217,CUST02107,2025-05-12,Other,Low,No,False
TKT000772,CUST00508,2024-07-31,Other,Medium,Yes,False
TKT001360,CUST00913,2024-10-19,Other,Low,Yes,False
TKT002455,CUST01610,2024-11-02,Feature Request,Low,Yes,False
TKT004226,CUST02758,2024-08-26,Account,Critical,No,False
TKT002731,CUST01791,2025-03-30,Other,Medium,No,False
TKT004182,CUST02722,2025-04-06,Account,Low,Yes,False
TKT000394,CUST00266,2024-11-27,Account,Medium,Yes,False
TKT003978,CUST02573,2025-05-02,Other,Low,Yes,False
TKT001836,CUST01205,2025-04-04,Technical,High,Yes,False
TKT001568,CUST01040,2024-02-09,Feature Request,Low,Yes,False
TKT000392,CUST00261,2024-09-21,Other,High,Yes,False
TKT002562,CUST01678,2023-10-11,Feature Request,Medium,No,False
TKT000471,CUST00315,2025-04-28,Other,Medium,Yes,False
TKT003040,CUST01986,2024-12-08,Feature Request,High,Yes,False
TKT003616,CUST02347,2024-12-24,Account,Low,Yes,False
TKT003286,CUST02152,2023-12-13,Feature Request,Low,Yes,False
TKT003702,CUST02404,2025-04-25,Other,Critical,Yes,False
TKT000214,CUST00150,2023-04-13,Technical,Low,Yes,False
TKT003933,CUST02531,2024-01-20,Account,High,Yes,False
TKT001242,CUST00823,2023-11-17,Billing,Medium,Yes,False
TKT002288,CUST01493,2025-05-04,Technical,High,Yes,False
TKT001411,CUST00941,2025-05-12,Other,High,No,False
TKT004260,CUST02794,2025-03-18,Billing,Low,No,False
TKT002758,CUST01806,2024-04-04,Account,Low,Yes,False
TKT001759,CUST01162,2024-08-05,Billing,Medium,Yes,False
TKT000193,CUST00135,2024-04-05,Account,Low,Yes,False
TKT003029,CUST01981,2024-11-17,Feature Request,Low,No,False
TKT001619,CUST01076,2025-05-08,Account,Low,Yes,False
TKT002798,CUST01828,2025-01-12,Feature Request,Low,Yes,False
TKT000390,CUST00261,2024-11-11,Billing,Low,No,False
TKT002975,CUST01940,2025-05-19,Other,Medium,Yes,False
TKT002525,CUST01661,2024-03-13,Technical,High,Yes,False
TKT002269,CUST01484,2025-04-05,Billing,Medium,Yes,False
TKT004029,CUST02606,2023-07-01,Other,Low,Yes,False
TKT001421,CUST00945,2024-10-09,Technical,Low,No,False
TKT003808,CUST02462,2024-09-04,Feature Request,Low,Yes,False
TKT000046,CUST00039,2023-11-11,Account,Medium,Yes,False
TKT001254,CUST00831,2024-07-21,Billing,High,No,False
TKT002251,CUST01472,2024-12-14,Technical,Low,Yes,False
TKT003305,CUST02168,2025-02-13,Account,Medium,No,False
TKT000149,CUST00103,2025-02-11,Account,Medium,Yes,False
TKT003530,CUST02286,2024-05-15,Feature Request,Low,No,False
TKT003189,CUST02088,2024-08-11,Other,Low,Yes,False
TKT003564,CUST02306,2023-08-19,Feature Request,Low,Yes,False
TKT000795,CUST00519,2025-02-20,Technical,Low,Yes,False
TKT000036,CUST00035,2025-03-05,Technical,Low,Yes,False
TKT002945,CUST01917,2024-10-27,Other,High,No,False
TKT002314,CUST01511,2023-06-03,Other,Medium,Yes,False
TKT000501,CUST00341,2025-03-22,Account,Low,Yes,False
TKT002023,CUST01339,2025-01-23,Feature Request,Medium,Yes,False
TKT002291,CUST01496,2025-02-11,Account,Medium,Yes,False
TKT004256,CUST02786,2025-01-16,Billing,Medium,No,False
TKT002334,CUST01529,2024-09-23,Technical,Medium,Yes,False
TKT003523,CUST02281,2025-03-09,Other,Medium,Yes,False
TKT000889,CUST00574,2024-12-23,Account,Medium,No,False
TKT002386,CUST01561,2024-12-03,Account,Medium,Yes,False
TKT000365,CUST00235,2025-05-01,Feature Request,Medium,No,False
TKT000493,CUST00334,2023-09-29,Other,Low,Yes,False
TKT002632,CUST01715,2024-08-04,Other,Low,Yes,False
TKT001793,CUST01189,2024-10-23,Other,High,Yes,False
TKT001021,CUST00653,2025-01-14,Billing,Medium,Yes,False
TKT003093,CUST02022,2024-05-17,Account,High,Yes,False
TKT003956,CUST02549,2025-01-24,Technical,High,No,False
TKT002323,CUST01523,2024-07-15,Technical,Low,Yes,False
TKT003485,CUST02264,2024-12-06,Billing,Medium,Yes,False
TKT004293,CUST02808,2025-03-20,Technical,Low,Yes,False
TKT000329,CUST00221,2023-04-17,Feature Request,Critical,Yes,False
TKT003144,CUST02060,2023-11-02,Account,Low,Yes,False
TKT002550,CUST01672,2024-05-25,Technical,Low,Yes,False
TKT001389,CUST00928,2024-10-16,Billing,Low,Yes,False
TKT004372,CUST02859,2024-12-06,Feature Request,Medium,Yes,False
TKT001487,CUST00999,2024-06-05,Account,Low,Yes,False
TKT001990,CUST01318,2024-05-17,Feature Request,High,No,False
TKT003134,CUST02055,2025-04-06,Feature Request,Low,No,False
TKT000723,CUST00481,2024-09-06,Feature Request,Medium,Yes,False
TKT001214,CUST00802,2024-09-10,Technical,Low,Yes,False
