customer_id,plan,mrr,contract_type,signup_date,churn_date,status,sub_flag
CUST00440,Premium,1199,Monthly,2023-06-07,,Active,
CUST00441,Basic,299,Monthly,2024-03-31,,Active,
CUST00442,Standard,599,Monthly,2024-04-04,,Active,
CUST00443,Basic,299,Annual,2024-07-21,,Active,
CUST00444,Standard,599,Monthly,2023-10-26,,Active,
CUST00445,Standard,599,Monthly,2024-08-08,2024-11-13,Churned,
CUST00446,Basic,299,Monthly,2024-05-19,2024-10-11,Churned,
CUST00447,Basic,299,Monthly,2023-03-20,2024-03-24,Churned,
CUST00448,Standard,599,Annual,2023-07-20,,Active,
CUST00449,Basic,299,Monthly,2024-09-27,2024-12-21,Churned,
CUST00450,Enterprise,2999,Monthly,2024-10-28,,Active,
CUST00451,Standard,599,Annual,2023-07-25,2023-08-21,Churned,
CUST00452,Standard,599,Annual,2025-01-22,,Active,
CUST00453,Basic,299,Annual,2024-01-21,2024-04-30,Churned,
CUST00454,Enterprise,2999,Monthly,2024-08-29,,Active,
CUST00455,Enterprise,2999,Monthly,2024-04-17,,Active,ACTIVE_WITH_CHURN_DATE
CUST00456,Premium,1199,Monthly,2023-03-12,,Active,ACTIVE_WITH_CHURN_DATE
CUST00457,Basic,299,Annual,2023-09-05,,Active,
CUST00458,Enterprise,2999,Monthly,2024-04-04,2024-11-18,Churned,
CUST00459,Standard,599,Annual,2024-03-04,,Active,
CUST00460,Enterprise,2999,Annual,2024-10-15,,Active,
CUST00461,Standard,599,Monthly,2023-06-20,2023-12-25,Churned,
CUST00462,Enterprise,2999,Monthly,2024-02-14,2025-03-22,Churned,
CUST00463,Basic,299,Monthly,2023-04-11,,Active,
CUST00464,Basic,299,Annual,2024-08-12,,Churned,CHURN_BEFORE_SIGNUP
CUST00465,Standard,599,Monthly,2024-12-08,,Active,
CUST00466,Enterprise,2999,Annual,2024-03-01,,Active,
CUST00467,Basic,299,Monthly,2023-12-23,2024-02-16,Churned,
CUST00468,Basic,299,Monthly,2024-05-02,2024-05-30,Churned,
CUST00469,Basic,299,Annual,2024-12-28,,Active,
CUST00470,Basic,299,Monthly,2025-01-28,,Active,
CUST00471,Basic,299,Monthly,2024-04-18,,Active,
CUST00472,Basic,299,Monthly,2024-03-18,,Active,
CUST00473,Basic,299,Annual,2024-02-03,,Active,
CUST00474,Standard,599,Monthly,2023-03-06,,Active,
CUST00475,Basic,299,Monthly,2023-04-27,2024-05-30,Churned,
CUST00476,Standard,599,Monthly,2024-02-02,2024-08-17,Churned,
CUST00477,Basic,299,Monthly,2024-09-24,,Active,
CUST00478,Basic,299,Monthly,2023-05-18,,Active,
CUST00479,Standard,599,Monthly,2023-05-25,,Active,
CUST00480,Standard,599,Monthly,2023-07-10,2024-07-24,Churned,
CUST00481,Basic,299,Monthly,2024-07-22,,Active,
CUST00482,Basic,299,Monthly,2024-09-26,2025-05-23,Churned,
CUST00483,Enterprise,2999,Monthly,2024-01-29,2025-02-23,Churned,
CUST00484,Premium,1199,Monthly,2024-03-01,,Churned,CHURN_BEFORE_SIGNUP
CUST00485,Basic,299,Monthly,2025-02-18,2025-05-18,Churned,
CUST00486,Standard,599,Monthly,2024-04-13,2025-02-04,Churned,
CUST00487,Premium,1199,Annual,2023-10-02,2024-06-22,Churned,
CUST00488,Standard,599,Monthly,2025-01-06,,Active,
CUST00489,Premium,1199,Monthly,2024-10-31,,Active,
CUST00490,Premium,1199,Annual,2023-12-23,,Active,
CUST00491,Basic,299,Annual,2023-08-31,,Active,
CUST00492,Standard,599,Monthly,2024-10-09,,Active,
CUST00493,Standard,599,Monthly,2023-03-02,,Active,
CUST00494,Basic,299,Annual,2024-12-21,,Active,
CUST00495,Basic,299,Annual,2023-04-08,,Active,
CUST00496,Premium,1199,Annual,2023-05-10,,Active,
CUST00497,Premium,1199,Monthly,2023-09-11,,Active,
CUST00498,Standard,599,Annual,2024-10-04,,Active,
CUST00499,Standard,599,Annual,2023-04-06,2024-06-02,Churned,
CUST00500,Basic,299,Annual,2024-05-14,,Active,
CUST00501,Enterprise,2999,Annual,2025-01-18,,Active,
CUST00502,Enterprise,2999,Monthly,2023-08-12,,Active,
CUST00503,Standard,599,Monthly,2023-12-12,,Active,
CUST00504,Premium,1199,Annual,2024-11-29,,Active,
CUST00505,Basic,299,Monthly,2023-01-17,,Active,
CUST00506,Enterprise,2999,Monthly,2023-07-27,,Active,
CUST00507,Standard,599,Annual,2023-04-06,2023-08-22,Churned,
CUST00508,Basic,299,Annual,2023-06-19,,Active,
CUST00509,Basic,299,Monthly,2024-11-02,,Active,
CUST00510,Basic,299,Annual,2024-08-30,2025-04-25,Churned,
CUST00511,Enterprise,2999,Monthly,2023-05-04,,Active,
CUST00512,Basic,299,Monthly,2024-01-28,,Active,
CUST00513,Basic,299,Annual,2023-05-21,,Active,
CUST00514,Standard,599,Monthly,2024-06-27,,Active,
CUST00515,Standard,599,Monthly,2023-08-07,,Active,
CUST00516,Basic,299,Monthly,2023-08-11,2025-01-11,Churned,
CUST00517,Basic,299,Monthly,2024-01-29,,Active,
CUST00518,Basic,299,Annual,2024-10-22,,Active,
CUST00519,Basic,299,Monthly,2024-12-08,2025-02-16,Churned,
CUST00520,Basic,299,Annual,2025-02-04,2025-04-28,Churned,
CUST00521,Basic,299,Monthly,2024-05-21,,Active,
CUST00522,Enterprise,2999,Annual,2023-01-13,,Active,
CUST00523,Basic,299,Annual,2024-03-06,,Active,
CUST00524,Basic,299,Monthly,2023-03-16,,Active,
CUST00525,Standard,599,Monthly,2024-02-12,,Active,
CUST00526,Standard,599,Monthly,2023-03-26,,Active,
CUST00527,Standard,599,Monthly,2023-03-22,,Active,
CUST00528,Standard,599,Monthly,2024-02-05,,Active,
CUST00529,Basic,299,Monthly,2023-09-02,2023-12-15,Churned,
CUST00530,Basic,299,Annual,2024-09-15,2025-05-31,Churned,
CUST00531,Basic,299,Annual,2023-01-12,,Active,
CUST00532,Basic,299,Annual,2023-09-23,,Active,
CUST00533,Premium,1199,Monthly,2023-05-01,,Active,
CUST00534,Basic,299,Monthly,2023-03-07,2024-05-12,Churned,
CUST00535,Basic,299,Monthly,2024-01-04,,Active,
CUST00536,Premium,1199,Monthly,2023-04-16,,Active,
CUST00537,Basic,299,Annual,2023-01-13,,Active,
CUST00538,Standard,599,Monthly,2023-02-06,,Active,
CUST00539,Basic,299,Monthly,2023-11-24,,Active,
CUST00540,Basic,299,Annual,2023-02-23,,Active,
CUST00541,Premium,1199,Monthly,2024-04-21,,Active,
CUST00542,Basic,299,Annual,2024-01-13,,Churned,CHURN_BEFORE_SIGNUP
CUST00543,Basic,299,Annual,2024-04-20,,Active,
CUST00544,Premium,1199,Annual,2024-07-13,,Active,
CUST00545,Standard,599,Monthly,2023-08-27,,Active,
CUST00546,Premium,1199,Monthly,2024-01-21,,Active,ACTIVE_WITH_CHURN_DATE
CUST00547,Standard,599,Monthly,2024-03-05,,Active,
CUST00548,Basic,299,Monthly,2023-04-06,,Active,ACTIVE_WITH_CHURN_DATE
CUST00549,Standard,599,Monthly,2024-01-17,,Active,
CUST00550,Basic,299,Annual,2024-02-08,,Active,
CUST00551,Basic,299,Monthly,2023-08-31,,Active,
CUST00552,Basic,299,Monthly,2025-01-23,2025-02-25,Churned,
CUST00553,Premium,1199,Monthly,2023-05-20,,Active,
CUST00554,Basic,299,Annual,2024-04-22,,Active,
CUST00555,Basic,299,Monthly,2024-04-07,2024-05-22,Churned,
CUST00556,Basic,299,Annual,2024-12-03,,Active,
CUST00557,Basic,299,Monthly,2023-06-01,2024-10-14,Churned,
CUST00558,Basic,299,Monthly,2024-11-24,2025-02-26,Churned,
CUST00559,Premium,1199,Monthly,2024-07-23,,Active,
CUST00560,Basic,299,Annual,2023-05-24,2024-07-23,Churned,
CUST00561,Premium,1199,Annual,2023-07-22,,Active,
CUST00562,Standard,599,Monthly,2024-08-19,2025-02-25,Churned,
CUST00563,Premium,1199,Annual,2024-03-30,,Active,
CUST00564,Basic,299,Annual,2023-05-06,,Active,
CUST00565,Basic,299,Monthly,2025-01-11,,Active,
CUST00566,Enterprise,2999,Annual,2023-08-08,,Active,
CUST00567,Standard,599,Monthly,2024-09-20,,Active,
CUST00568,Basic,299,Monthly,2024-05-05,2024-08-13,Churned,
CUST00569,Basic,299,Annual,2024-06-22,2024-12-19,Churned,
CUST00570,Basic,299,Monthly,2024-12-31,,Active,
CUST00571,Basic,299,Monthly,2024-05-29,2024-10-28,Churned,
CUST00572,Premium,1199,Annual,2023-01-31,,Active,
CUST00573,Premium,1199,Monthly,2024-01-02,,Active,
CUST00574,Basic,299,Annual,2023-09-04,,Active,
CUST00575,Basic,299,Monthly,2024-02-02,2024-05-07,Churned,
CUST00576,Standard,599,Annual,2025-01-25,,Active,
CUST00577,Basic,299,Annual,2024-07-31,,Active,
CUST00578,Basic,299,Monthly,2024-07-09,,Active,
CUST00579,Basic,299,Annual,2023-08-13,2024-01-23,Churned,
CUST00580,Basic,299,Annual,2023-05-14,2025-03-01,Churned,
CUST00581,Basic,299,Monthly,2023-03-02,,Active,
CUST00582,Premium,1199,Annual,2024-06-22,,Active,
CUST00583,Basic,299,Annual,2024-08-23,,Active,
CUST00584,Premium,1199,Monthly,2024-03-23,,Active,
CUST00585,Premium,1199,Monthly,2024-12-11,,Active,
CUST00586,Basic,299,Annual,2023-06-29,2023-10-09,Churned,
CUST00587,Basic,299,Monthly,2024-08-09,2024-12-07,Churned,
CUST00588,Basic,299,Monthly,2024-09-18,2025-05-29,Churned,
CUST00589,Basic,299,Monthly,2025-02-02,2025-04-22,Churned,
CUST00590,Standard,599,Monthly,2024-12-26,2025-04-17,Churned,
CUST00591,Basic,299,Annual,2024-12-10,2025-04-02,Churned,
CUST00592,Standard,599,Annual,2024-01-31,2025-05-29,Churned,
CUST00593,Basic,299,Monthly,2024-01-23,2024-05-31,Churned,
CUST00594,Premium,1199,Monthly,2024-10-28,,Active,
CUST00595,Basic,299,Monthly,2023-02-04,,Active,
CUST00596,Premium,1199,Monthly,2023-06-24,,Active,
CUST00597,Standard,599,Annual,2023-12-13,,Active,
CUST00598,Basic,299,Monthly,2024-10-31,2025-05-03,Churned,
CUST00599,Standard,599,Annual,2023-07-14,,Active,
CUST00600,Basic,299,Monthly,2024-11-07,,Active,
CUST00601,Basic,299,Monthly,2024-05-17,,Churned,CHURN_BEFORE_SIGNUP
CUST00602,Standard,599,Monthly,2024-11-08,,Active,
CUST00603,Basic,299,Monthly,2024-10-15,2025-04-17,Churned,
CUST00604,Standard,599,Monthly,2024-02-12,,Active,
CUST00605,Premium,1199,Monthly,2024-01-15,,Active,
CUST00606,Basic,299,Monthly,2024-04-21,,Active,
CUST00607,Basic,299,Monthly,2024-11-14,2024-12-31,Churned,
CUST00608,Basic,299,Annual,2024-08-26,2025-02-18,Churned,
CUST00609,Standard,599,Monthly,2024-07-02,,Active,
CUST00610,Basic,299,Annual,2023-03-22,,Active,
CUST00611,Standard,599,Annual,2024-08-08,,Active,
CUST00612,Enterprise,2999,Annual,2023-06-27,,Active,
CUST00613,Standard,599,Annual,2023-02-13,,Active,
CUST00614,Basic,299,Monthly,2024-09-01,,Active,
CUST00615,Premium,1199,Annual,2023-11-30,,Active,
CUST00616,Standard,599,Monthly,2024-12-18,,Active,
CUST00617,Standard,599,Annual,2023-06-01,2023-11-02,Churned,
CUST00618,Premium,1199,Annual,2024-07-30,,Active,
CUST00619,Basic,299,Monthly,2023-09-28,2025-05-25,Churned,
CUST00620,Standard,599,Annual,2023-10-10,2024-12-03,Churned,
CUST00621,Premium,1199,Monthly,2024-02-10,,Active,
CUST00622,Premium,1199,Annual,2023-10-03,,Active,
CUST00623,Premium,1199,Monthly,2023-10-15,,Active,
CUST00624,Standard,599,Monthly,2025-01-31,2025-03-15,Churned,
CUST00625,Basic,299,Monthly,2023-04-02,,Active,
CUST00626,Standard,599,Monthly,2025-02-16,2025-05-04,Churned,
CUST00627,Basic,299,Annual,2023-03-09,,Active,
CUST00628,Basic,299,Monthly,2024-08-05,2025-03-06,Churned,
CUST00629,Basic,299,Annual,2023-09-13,,Active,
CUST00630,Premium,1199,Annual,2024-01-13,,Active,
CUST00631,Basic,299,Monthly,2023-02-01,2024-09-18,Churned,
CUST00632,Standard,599,Annual,2024-08-23,,Active,
CUST00633,Basic,299,Monthly,2024-12-06,2025-04-04,Churned,
CUST00634,Premium,1199,Monthly,2023-08-08,2025-02-14,Churned,
CUST00635,Basic,299,Monthly,2024-06-09,2024-08-02,Churned,
CUST00636,Premium,1199,Annual,2024-09-07,,Active,
CUST00637,Enterprise,2999,Monthly,2024-12-30,,Active,
CUST00638,Basic,299,Monthly,2024-04-15,2024-09-05,Churned,
CUST00639,Standard,599,Annual,2024-02-11,,Active,
CUST00640,Standard,599,Monthly,2024-01-19,,Active,
CUST00641,Basic,299,Annual,2024-05-08,,Churned,CHURN_BEFORE_SIGNUP
CUST00642,Premium,1199,Monthly,2024-11-02,2025-04-04,Churned,
CUST00643,Premium,1199,Monthly,2023-02-28,,Active,
CUST00644,Basic,299,Monthly,2025-01-08,2025-01-31,Churned,
CUST00645,Basic,299,Annual,2024-02-19,,Active,
CUST00646,Basic,299,Monthly,2023-07-14,2023-12-24,Churned,
CUST00647,Basic,299,Annual,2024-11-18,,Active,
CUST00648,Basic,299,Monthly,2023-07-05,,Active,
CUST00649,Premium,1199,Annual,2024-07-26,,Active,
CUST00650,Basic,299,Monthly,2023-04-02,2024-07-15,Churned,
CUST00651,Basic,299,Annual,2023-12-06,,Active,
CUST00652,Premium,1199,Monthly,2023-02-24,,Active,
CUST00653,Standard,599,Monthly,2023-07-19,2024-10-19,Churned,
CUST00654,Basic,299,Annual,2023-06-04,,Active,
CUST00655,Basic,299,Monthly,2023-05-27,,Active,
CUST00656,Basic,299,Monthly,2023-07-01,2024-12-05,Churned,
CUST00657,Standard,599,Annual,2023-06-22,,Active,
CUST00658,Standard,599,Annual,2023-05-13,,Active,
CUST00659,Basic,299,Annual,2023-01-05,2025-03-19,Churned,
CUST00660,Premium,1199,Monthly,2025-02-14,,Active,
CUST00661,Basic,299,Monthly,2023-09-12,,Active,
CUST00662,Basic,299,Monthly,2024-08-25,2024-12-08,Churned,
CUST00663,Premium,1199,Monthly,2024-04-11,,Active,
CUST00664,Basic,299,Monthly,2023-05-18,,Active,
CUST00665,Basic,299,Monthly,2024-02-18,,Active,
CUST00666,Standard,599,Annual,2023-01-23,,Active,
CUST00667,Basic,299,Monthly,2023-02-08,,Active,
CUST00668,Standard,599,Monthly,2023-02-19,,Active,
CUST00669,Basic,299,Monthly,2024-01-25,2025-01-11,Churned,
CUST00670,Standard,599,Monthly,2024-12-03,,Active,
CUST00671,Standard,599,Annual,2023-10-04,,Active,
CUST00672,Standard,599,Monthly,2025-01-06,,Active,
CUST00673,Basic,299,Annual,2024-09-15,2024-10-14,Churned,
CUST00674,Standard,599,Monthly,2024-12-21,2025-03-28,Churned,
CUST00675,Enterprise,2999,Monthly,2024-12-05,,Active,
CUST00676,Premium,1199,Monthly,2023-04-24,,Active,
CUST00677,Premium,1199,Monthly,2023-03-18,,Active,
CUST00678,Basic,299,Monthly,2023-10-31,2024-05-24,Churned,
CUST00679,Basic,299,Monthly,2023-10-25,,Active,
CUST00680,Premium,1199,Annual,2025-02-15,,Active,
CUST00681,Basic,299,Monthly,2023-12-03,2024-02-27,Churned,
CUST00682,Basic,299,Monthly,2023-04-06,,Active,
CUST00683,Premium,1199,Monthly,2023-10-06,,Active,
CUST00684,Basic,299,Annual,2023-06-20,,Active,
CUST00685,Enterprise,2999,Annual,2024-03-02,2025-04-02,Churned,
CUST00686,Basic,299,Annual,2024-09-17,,Active,ACTIVE_WITH_CHURN_DATE
CUST00687,Enterprise,2999,Monthly,2025-01-14,2025-05-16,Churned,
CUST00688,Basic,299,Monthly,2024-03-27,,Active,
CUST00689,Premium,1199,Monthly,2024-06-21,,Active,
CUST00690,Standard,599,Annual,2023-12-13,,Active,
CUST00691,Basic,299,Annual,2024-05-08,,Active,
CUST00692,Basic,299,Monthly,2023-02-25,2024-09-10,Churned,
CUST00693,Basic,299,Monthly,2023-06-19,,Active,
CUST00694,Standard,599,Monthly,2023-02-21,2023-05-15,Churned,
CUST00695,Standard,599,Annual,2023-03-22,,Active,
CUST00696,Basic,299,Monthly,2023-11-20,2024-12-30,Churned,
CUST00697,Basic,299,Monthly,2024-02-27,2025-04-20,Churned,
CUST00698,Standard,599,Annual,2024-09-25,2024-12-25,Churned,
CUST00699,Basic,299,Annual,2023-12-16,2024-12-29,Churned,
CUST00700,Premium,1199,Annual,2024-07-27,,Active,
CUST00701,Basic,299,Monthly,2024-04-08,2024-12-10,Churned,
CUST00702,Standard,599,Monthly,2023-10-26,2024-02-22,Churned,
CUST00703,Basic,299,Monthly,2024-05-19,,Active,
CUST00704,Enterprise,2999,Annual,2023-05-04,,Active,
CUST00705,Basic,299,Monthly,2025-01-03,,Active,
CUST00706,Basic,299,Monthly,2024-08-25,,Active,
CUST00707,Enterprise,2999,Monthly,2023-05-18,2025-05-23,Churned,
CUST00708,Standard,599,Annual,2024-08-22,2025-03-14,Churned,
CUST00709,Basic,299,Annual,2024-08-15,,Active,
CUST00710,Standard,599,Monthly,2023-11-26,2024-04-05,Churned,
CUST00711,Basic,299,Annual,2025-02-19,,Active,
CUST00712,Basic,299,Annual,2023-05-17,,Active,
CUST00713,Standard,599,Annual,2024-12-19,,Active,
CUST00714,Basic,299,Annual,2023-08-11,,Active,
CUST00715,Enterprise,2999,Annual,2023-05-16,,Active,
CUST00716,Basic,299,Monthly,2024-12-28,,Active,
CUST00717,Standard,599,Annual,2024-12-28,2025-04-21,Churned,
CUST00718,Standard,599,Monthly,2023-01-14,2023-08-04,Churned,
CUST00719,Basic,299,Annual,2023-07-24,,Active,
CUST00720,Standard,599,Monthly,2023-03-05,2023-04-14,Churned,
CUST00721,Basic,299,Annual,2024-04-08,2024-07-26,Churned,
CUST00722,Basic,299,Monthly,2024-02-03,,Active,
CUST00723,Standard,599,Monthly,2024-02-01,,Active,
CUST00724,Basic,299,Annual,2023-09-15,,Active,
CUST00725,Standard,599,Monthly,2024-12-27,,Active,ACTIVE_WITH_CHURN_DATE
CUST00726,Enterprise,2999,Annual,2025-01-12,,Active,
CUST00727,Enterprise,2999,Monthly,2023-07-11,,Active,
CUST00728,Basic,299,Monthly,2024-07-23,2025-01-08,Churned,
CUST00729,Premium,1199,Annual,2024-04-22,,Active,
CUST00730,Premium,1199,Monthly,2023-02-22,,Active,
CUST00731,Standard,599,Monthly,2024-08-09,,Active,
CUST00732,Standard,599,Monthly,2023-07-08,,Active,
CUST00733,Basic,299,Monthly,2023-04-05,2023-11-01,Churned,
CUST00734,Enterprise,2999,Annual,2023-08-12,2024-03-29,Churned,
CUST00735,Enterprise,2999,Monthly,2025-02-09,2025-04-22,Churned,
CUST00736,Standard,599,Monthly,2024-10-19,,Active,
CUST00737,Enterprise,2999,Monthly,2024-01-26,2024-06-17,Churned,
CUST00738,Enterprise,2999,Monthly,2023-01-26,2023-07-09,Churned,
CUST00739,Basic,299,Monthly,2023-02-14,2023-06-28,Churned,
CUST00740,Enterprise,2999,Monthly,2023-06-21,,Active,
CUST00741,Standard,599,Monthly,2024-11-17,2024-12-22,Churned,
CUST00742,Standard,599,Annual,2023-07-30,,Active,
CUST00743,Basic,299,Monthly,2024-12-03,2025-01-08,Churned,
CUST00744,Basic,299,Monthly,2023-02-25,2025-02-18,Churned,
CUST00745,Standard,599,Monthly,2023-09-22,,Active,
CUST00746,Standard,599,Annual,2024-02-03,,Active,
CUST00747,Premium,1199,Monthly,2025-02-13,,Active,
CUST00748,Basic,299,Monthly,2023-04-19,,Active,
CUST00749,Basic,299,Monthly,2024-01-26,2024-07-19,Churned,
CUST00750,Basic,299,Monthly,2025-02-03,2025-03-21,Churned,
CUST00751,Premium,1199,Monthly,2024-11-24,2025-03-28,Churned,
CUST00752,Basic,299,Monthly,2023-05-25,,Active,
CUST00753,Basic,299,Annual,2023-03-29,2024-10-30,Churned,
CUST00754,Basic,299,Annual,2024-06-08,2025-02-21,Churned,
CUST00755,Basic,299,Annual,2023-04-28,,Active,
CUST00756,Standard,599,Monthly,2024-04-17,2025-03-25,Churned,
CUST00757,Premium,1199,Monthly,2023-07-22,,Active,
CUST00758,Basic,299,Annual,2024-11-02,2024-12-05,Churned,
CUST00759,Standard,599,Annual,2024-05-12,,Active,
CUST00760,Standard,599,Monthly,2024-08-02,2025-04-29,Churned,
CUST00761,Premium,1199,Monthly,2023-09-10,2024-05-30,Churned,
CUST00762,Basic,299,Monthly,2025-01-20,,Active,
CUST00763,Standard,599,Monthly,2024-05-13,,Active,
CUST00764,Premium,1199,Annual,2023-05-24,2023-09-23,Churned,
CUST00765,Basic,299,Monthly,2025-01-14,,Active,
CUST00766,Standard,599,Monthly,2024-08-18,2024-12-26,Churned,
CUST00767,Premium,1199,Annual,2024-07-10,,Active,
CUST00768,Basic,299,Monthly,2024-02-06,2024-09-09,Churned,
CUST00769,Standard,599,Monthly,2024-05-28,2025-01-27,Churned,
CUST00770,Standard,599,Monthly,2024-09-20,2025-05-04,Churned,
CUST00771,Standard,599,Monthly,2024-08-02,,Active,
CUST00772,Basic,299,Monthly,2023-02-11,,Active,
CUST00773,Standard,599,Monthly,2023-02-13,,Active,
CUST00774,Premium,1199,Monthly,2024-04-10,,Active,
CUST00775,Standard,599,Monthly,2024-06-17,2024-10-25,Churned,
CUST00776,Basic,299,Annual,2024-08-06,,Active,
CUST00777,Standard,599,Monthly,2023-03-21,,Active,
CUST00778,Premium,1199,Monthly,2023-12-28,2025-02-12,Churned,
CUST00779,Standard,599,Monthly,2023-01-07,,Active,
CUST00780,Basic,299,Monthly,2024-10-20,,Active,
CUST00781,Standard,599,Annual,2023-05-02,2024-05-22,Churned,
CUST00782,Standard,599,Monthly,2024-11-22,,Active,
CUST00783,Basic,299,Monthly,2023-01-23,2025-03-04,Churned,
CUST00784,Basic,299,Monthly,2024-06-08,,Active,
CUST00785,Enterprise,2999,Monthly,2024-06-13,,Active,
CUST00786,Standard,599,Monthly,2025-01-15,,Active,
CUST00787,Premium,1199,Monthly,2024-04-27,,Active,
CUST00788,Premium,1199,Monthly,2024-08-19,2025-03-08,Churned,
CUST00789,Standard,599,Monthly,2025-01-11,,Active,
CUST00790,Basic,299,Annual,2024-01-30,,Active,
CUST00791,Standard,599,Monthly,2024-12-01,,Active,
CUST00792,Basic,299,Monthly,2024-09-06,2025-02-07,Churned,
CUST00793,Basic,299,Monthly,2024-11-06,2025-05-20,Churned,
CUST00794,Standard,599,Annual,2024-11-25,,Active,
CUST00795,Standard,599,Monthly,2024-06-26,2024-10-10,Churned,
CUST00796,Enterprise,2999,Monthly,2025-01-29,,Active,
CUST00797,Basic,299,Annual,2025-02-23,2025-05-19,Churned,
CUST00798,Basic,299,Monthly,2023-09-21,2024-12-09,Churned,
CUST00799,Standard,599,Monthly,2024-01-20,,Active,
CUST00800,Standard,599,Monthly,2024-10-29,,Active,
CUST00801,Basic,299,Monthly,2024-09-18,,Active,
CUST00802,Standard,599,Monthly,2024-07-24,,Active,
CUST00803,Basic,299,Annual,2024-08-14,,Active,
CUST00804,Premium,1199,Annual,2023-05-02,,Active,
CUST00805,Standard,599,Monthly,2023-08-08,2023-11-30,Churned,
CUST00806,Basic,299,Monthly,2024-12-24,2025-01-29,Churned,
CUST00807,Standard,599,Monthly,2023-05-29,,Active,
CUST00808,Basic,299,Annual,2024-01-15,,Active,
CUST00809,Standard,599,Monthly,2024-09-20,,Active,
CUST00810,Standard,599,Annual,2023-06-29,,Active,
CUST00811,Basic,299,Monthly,2024-06-14,2024-09-14,Churned,
CUST00812,Standard,599,Annual,2023-08-26,,Active,
CUST00813,Enterprise,2999,Monthly,2023-03-30,,Churned,CHURN_BEFORE_SIGNUP
CUST00814,Standard,599,Monthly,2023-07-25,2023-11-07,Churned,
CUST00815,Enterprise,2999,Annual,2024-07-26,,Active,
CUST00816,Enterprise,2999,Monthly,2024-09-12,,Active,
CUST00817,Standard,599,Monthly,2023-06-29,,Active,
CUST00818,Premium,1199,Annual,2023-04-30,,Active,
CUST00819,Standard,599,Annual,2023-09-14,,Active,
CUST00820,Enterprise,2999,Annual,2023-12-14,,Active,
CUST00821,Basic,299,Annual,2024-05-08,2024-05-30,Churned,
CUST00822,Premium,1199,Monthly,2024-11-24,,Active,
CUST00823,Premium,1199,Monthly,2023-01-10,,Active,
CUST00824,Premium,1199,Monthly,2025-02-05,,Active,
CUST00825,Basic,299,Annual,2023-12-29,,Active,
CUST00826,Standard,599,Monthly,2023-07-14,,Active,
CUST00827,Basic,299,Monthly,2023-07-31,2023-09-30,Churned,
CUST00828,Basic,299,Annual,2023-04-20,2024-08-07,Churned,
CUST00829,Premium,1199,Annual,2023-01-07,,Active,
CUST00830,Basic,299,Monthly,2024-09-27,,Active,
CUST00831,Basic,299,Monthly,2024-06-07,2024-12-25,Churned,
CUST00832,Standard,599,Monthly,2024-03-09,,Active,
CUST00833,Standard,599,Monthly,2023-06-28,2025-03-16,Churned,
CUST00834,Basic,299,Monthly,2023-01-09,,Active,
CUST00835,Premium,1199,Monthly,2024-09-19,,Active,
CUST00836,Basic,299,Monthly,2024-09-19,2025-02-13,Churned,
CUST00837,Basic,299,Monthly,2025-02-09,,Active,
CUST00838,Standard,599,Annual,2024-08-12,,Active,
CUST00839,Premium,1199,Annual,2024-03-18,,Active,
CUST00840,Premium,1199,Monthly,2024-04-29,,Active,
CUST00841,Standard,599,Monthly,2024-10-07,,Active,
CUST00842,Basic,299,Monthly,2024-08-04,,Active,
CUST00843,Standard,599,Monthly,2023-09-18,,Active,
CUST00844,Standard,599,Monthly,2024-01-04,2024-12-05,Churned,
CUST00845,Enterprise,2999,Monthly,2024-11-26,,Active,
CUST00846,Enterprise,2999,Annual,2023-06-28,,Active,
CUST00847,Standard,599,Monthly,2025-01-24,2025-04-07,Churned,
CUST00848,Premium,1199,Monthly,2023-05-29,2023-10-17,Churned,
CUST00849,Basic,299,Monthly,2023-03-15,2024-01-21,Churned,
CUST00850,Basic,299,Monthly,2024-12-28,2025-03-28,Churned,
CUST00851,Standard,599,Monthly,2025-02-04,,Active,
CUST00852,Premium,1199,Annual,2023-05-09,,Active,
CUST00853,Basic,299,Annual,2023-08-04,2024-05-12,Churned,
CUST00854,Basic,299,Annual,2024-07-15,,Active,
CUST00855,Standard,599,Annual,2023-09-26,,Active,
CUST00856,Basic,299,Monthly,2023-08-23,,Active,
CUST00857,Basic,299,Monthly,2023-06-24,,Active,
CUST00858,Enterprise,2999,Monthly,2024-04-23,2024-10-01,Churned,
CUST00859,Standard,599,Monthly,2024-12-15,2025-05-12,Churned,
CUST00860,Standard,599,Monthly,2024-07-31,,Active,
CUST00861,Premium,1199,Monthly,2023-08-21,,Active,
CUST00862,Basic,299,Annual,2023-11-07,,Active,
CUST00863,Standard,599,Monthly,2023-10-21,,Active,
CUST00864,Basic,299,Monthly,2024-05-03,,Active,
CUST00865,Standard,599,Monthly,2023-01-08,2024-01-29,Churned,
CUST00866,Basic,299,Monthly,2023-09-13,,Active,
CUST00867,Standard,599,Annual,2024-03-08,,Active,
CUST00868,Standard,599,Monthly,2024-12-11,,Active,
CUST00869,Basic,299,Monthly,2024-02-27,,Active,
CUST00870,Standard,599,Monthly,2024-04-11,,Active,
CUST00871,Basic,299,Annual,2023-01-20,,Active,
CUST00872,Basic,299,Monthly,2023-10-03,,Active,
CUST00873,Standard,599,Annual,2023-01-16,2024-06-01,Churned,
CUST00874,Standard,599,Annual,2024-01-16,,Active,
CUST00875,Basic,299,Monthly,2023-02-27,,Active,
CUST00876,Premium,1199,Annual,2023-09-14,,Active,
